Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),352,183,194,1578,185,1545,157,1554,,,1608,10,,
2025,454,120,,,,,,,,,1600,10
2023,151,497,108,1664,103,1627,101,1614,107,1536,,
2022,57,888,82,1729,72,1707,84,1637,80,1570,,
2021,59,1102,95,1704,88,1680,114,1609,93,1579,,
2020,82,906,96,1675,90,1646,93,1594,,,257,323
2019,95,691,107,1693,97,1662,110,1610,97,1582,241,314
2018,88,676,93,1707,90,1658,85,1645,74,1607,219,321
2017,83,753,92,1718,94,1662,78,1658,83,1593,176,422
2016,73,870,72,1743,70,1705,92,1624,91,1569,112,638
2015,40,1238,61,1778,52,1744,88,1639,127,1512,201,325
2014,95,605,101,1708,86,1684,148,1527,130,1494,339,140
2013,150,424,193,1540,182,1502,191,1454,169,1428,277,234
2012,191,322,230,1440,221,1417,230,1368,188,1390,266,225
2011,197,314,204,1475,201,1443,219,1398,178,1407,406,134
2010,188,316,211,1489,202,1448,209,1420,162,1440,279,222
2009,165,346,208,1495,202,1453,223,1386,159,1462,,
2008,220,135,190,1533,181,1497,243,1380,,,,
2007,229,123,264,1376,259,1340,265,1293,196,1332,,
2006,498,31,,,,,,,,,,
2005,780,12,,,,,,,,,,
