Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,5,2,3,40.0%,5-6,45.5%,56-57,49.6%,2-1,66.7%,5,76.4%,21.8%,7.1%,4.9%,57.7%,69.5%,44.8%,59.1%,36.7%,48.2%,0.90,QF (Santos)
2024,43,24,19,55.8%,50-46,52.1%,477-456,51.1%,10-8,55.6%,43,77.9%,23.8%,7.4%,4.0%,56.0%,72.6%,50.6%,62.9%,38.4%,50.5%,1.04,W (Punta Del Este)
2023,33,15,18,45.5%,35-37,48.6%,358-359,49.9%,9-8,52.9%,33,74.7%,25.6%,7.8%,4.2%,58.0%,70.2%,49.6%,61.5%,38.4%,49.8%,1.00,SF (Antalya)
2022,37,18,19,48.6%,44-42,51.2%,419-423,49.8%,9-8,52.9%,37,78.7%,20.2%,9.4%,3.7%,59.5%,73.0%,48.8%,63.2%,36.9%,49.9%,1.00,W (Las Palmas)
2021,12,10,2,83.3%,21-9,70.0%,156-118,56.9%,1-1,50.0%,12,81.0%,32.6%,6.1%,2.1%,63.4%,69.5%,53.8%,63.8%,41.9%,52.8%,1.16,W (Marbella)
2020,6,2,4,33.3%,7-8,46.7%,72-77,48.3%,1-1,50.0%,6,74.3%,22.1%,8.0%,4.3%,63.5%,68.4%,50.9%,62.0%,38.3%,49.5%,1.01,R16 (2x)
2019,66,44,22,66.7%,93-56,62.4%,795-695,53.4%,17-14,54.8%,64,80.8%,25.3%,9.0%,3.1%,60.6%,72.9%,51.0%,64.3%,38.8%,51.2%,1.09,W (3x)
2018,29,11,18,37.9%,27-37,42.2%,291-320,47.6%,3-6,33.3%,28,74.0%,21.8%,7.8%,4.8%,55.5%,71.4%,47.9%,61.0%,36.8%,49.0%,0.94,F (Milan)
2017,16,6,10,37.5%,13-22,37.1%,158-182,46.5%,2-4,33.3%,16,74.7%,19.0%,7.6%,4.9%,56.1%,68.6%,51.3%,61.0%,37.3%,48.6%,0.96,QF (Milan)
2016,34,13,21,38.2%,31-47,39.7%,361-417,46.4%,6-7,46.2%,34,75.3%,18.4%,7.9%,5.2%,56.1%,69.0%,50.4%,60.8%,33.9%,47.9%,0.87,QF (4x)
2015,17,6,11,35.3%,15-26,36.6%,191-224,46.0%,3-4,42.9%,17,70.1%,22.1%,8.5%,5.9%,52.6%,72.6%,47.7%,60.8%,37.3%,48.6%,0.95,QF (Sibiu)
2014,3,0,3,0.0%,2-6,25.0%,34-46,42.5%,0-0,-,3,67.5%,17.5%,5.3%,4.2%,57.2%,66.9%,43.4%,56.8%,37.7%,47.1%,0.87,R32 (3x)
2013,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-1,0.0%,1,60.0%,27.3%,5.2%,6.5%,35.1%,70.4%,48.0%,55.8%,43.2%,49.4%,0.98,R32 (Genova)
Career,302,151,151,50.0%,343-344,49.9%,3377-3387,49.9%,63-63,50.0%,299,76.9%,22.9%,8.1%,4.1%,57.9%,71.4%,49.8%,62.3%,37.7%,49.9%,1.00,
