Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2020 Rio De Janeiro F,L vs Garin,2.6,2.6,2.6,49.6%,42.9%,50.0%,100.0%,49.3%,11.0%,8.0,12.1,11.5,17.7
2020 Rio De Janeiro SF,W vs Balazs,4.1,4.3,3.9,51.1%,46.4%,45.5%,66.7%,48.7%,12.2%,7.5,4.4,-6.5,-3.8
2020 Australian Open Q2,L vs Purcell,3.9,3.9,3.9,46.2%,44.2%,46.2%,57.1%,49.1%,5.9%,3.5,2.9,-2.5,-2.0
2019 Hamburg CH R16,L vs Van De Zandschulp,4.4,4.4,4.4,40.0%,42.3%,20.0%,38.5%,49.7%,16.5%,-0.5,-0.6,-6.5,-9.2
2019 Barletta CH F,W vs Milojevic,4.9,4.3,5.6,53.3%,51.7%,46.2%,42.1%,46.3%,12.8%,1.5,1.0,12.5,7.4
Career (5 matches),,4.0,3.9,4.1,48.9%,46.4%,44.4%,52.3%,48.3%,11.5%,4.0,3.4,1.7,1.4
