Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,26,9,17,34.6%,26-43,37.7%,317-359,46.9%,4-9,30.8%,26,81.0%,13.9%,10.1%,4.2%,60.0%,74.3%,50.7%,64.9%,31.8%,48.4%,0.91
Clay,31,14,17,45.2%,40-40,50.0%,395-422,48.3%,11-8,57.9%,31,75.6%,21.0%,5.9%,3.5%,61.3%,69.0%,49.3%,61.4%,36.1%,48.9%,0.93
Grass,2,1,1,50.0%,3-4,42.9%,37-34,52.1%,1-1,50.0%,2,88.9%,14.3%,14.3%,2.5%,59.1%,72.9%,56.7%,66.2%,33.8%,50.8%,1.00
Grand Slams,9,2,7,22.2%,12-23,34.3%,157-185,45.9%,2-3,40.0%,9,77.5%,14.6%,9.1%,3.5%,61.3%,70.9%,49.8%,62.8%,30.9%,47.7%,0.83
Masters,7,2,5,28.6%,6-10,37.5%,67-83,44.7%,1-0,100.0%,7,66.2%,21.8%,5.3%,2.8%,58.2%,68.9%,48.3%,60.3%,35.5%,47.5%,0.89
Other Tours,43,20,23,46.5%,51-54,48.6%,525-547,49.0%,13-15,46.4%,43,80.7%,18.0%,8.0%,4.0%,60.7%,71.8%,50.7%,63.5%,35.0%,49.3%,0.96
Best of 5,9,2,7,22.2%,12-23,34.3%,157-185,45.9%,2-3,40.0%,9,77.5%,14.6%,9.1%,3.5%,61.3%,70.9%,49.8%,62.8%,30.9%,47.7%,0.83
Best of 3,50,22,28,44.0%,57-64,47.1%,592-630,48.4%,14-15,48.3%,50,78.8%,18.5%,7.7%,3.8%,60.4%,71.5%,50.4%,63.1%,35.0%,49.1%,0.95
Finals,1,0,1,0.0%,0-2,0.0%,11-14,44.0%,0-1,0.0%,1,75.0%,16.7%,7.8%,5.2%,64.9%,78.0%,29.6%,61.0%,36.6%,48.4%,0.94
Semi-finals,1,1,0,100.0%,2-1,66.7%,18-18,50.0%,2-0,100.0%,1,76.5%,17.6%,4.9%,1.6%,68.9%,70.2%,44.7%,62.3%,38.3%,50.4%,1.02
Quarter-finals,5,1,4,20.0%,3-8,27.3%,46-66,41.1%,2-1,66.7%,5,69.8%,12.5%,4.7%,4.2%,60.9%,65.1%,50.0%,59.2%,32.6%,45.8%,0.80
vs Righties,56,22,34,39.3%,64-84,43.2%,706-776,47.6%,15-17,46.9%,56,78.1%,17.7%,7.9%,3.8%,60.9%,71.4%,49.6%,62.9%,34.2%,48.7%,0.92
vs Lefties,3,2,1,66.7%,5-3,62.5%,43-39,52.4%,1-1,50.0%,3,87.5%,17.5%,10.7%,2.9%,56.6%,70.3%,62.3%,66.8%,33.9%,49.9%,1.02
vs Top 10,2,1,1,50.0%,2-3,40.0%,21-29,42.0%,1-0,100.0%,2,62.5%,16.0%,8.5%,3.6%,64.2%,67.9%,42.4%,58.8%,34.9%,47.6%,0.85
