Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-16),1178,9,,,,,,,,,,,,
2025,930,21,,,,,,,,,,,,
2024,230,251,285,1468,280,1421,238,1446,,,,,,
2023,338,150,260,1484,258,1434,231,1459,,,,,,
2022,212,262,234,1510,204,1491,208,1493,,,,,,
2021,62,978,85,1714,109,1630,75,1683,116,1548,,,,
2020,100,725,145,1589,188,1475,107,1600,,,1159,17,,
2019,118,473,187,1566,217,1476,126,1577,172,1466,380,112,,
2018,270,151,313,1391,366,1245,259,1403,,,807,1,,
2017,440,84,327,1375,347,1274,282,1367,,,862,40,,
2016,335,141,340,1322,351,1250,306,1318,,,,,,
2015,327,146,375,1290,375,1233,332,1291,,,835,48,,
2014,454,84,,,,,,,,,880,38,,
2013,946,13,,,,,,,,,,,,
