Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,5,Hard,10,5,5,50.0%,0,0,0,-,2022,2026,R64,10,1.04,0.6%,4.9%,71.9%,56.5%,42.5%,52.6%,49.3%,48.5%,48.5%
Roland Garros,4,Clay,7,3,4,42.9%,1,1,0,100.0%,2022,2025,R128,7,0.92,0.2%,4.1%,77.7%,49.9%,45.4%,48.9%,47.2%,52.9%,47.7%
Wimbledon,4,Grass,9,5,4,55.6%,3,2,1,66.7%,2022,2025,R128,9,1.06,1.3%,3.4%,73.3%,57.2%,50.3%,55.4%,47.5%,54.2%,40.7%
US Open,5,Hard,10,5,5,50.0%,6,1,5,16.7%,2021,2025,Q3,10,1.09,0.9%,4.3%,72.6%,59.0%,41.6%,54.2%,49.7%,55.0%,52.9%
Miami,2,Hard,4,2,2,50.0%,0,0,0,-,2025,2026,R128,4,1.01,0.3%,6.3%,67.0%,59.2%,43.8%,54.1%,46.3%,47.2%,47.4%
Indian Wells,3,Hard,3,0,3,0.0%,1,0,1,0.0%,2021,2026,Q1,3,0.90,0.6%,4.5%,77.3%,49.6%,37.1%,46.8%,48.0%,63.5%,47.2%
Cluj-Napoca,2,Hard,5,3,2,60.0%,1,1,0,100.0%,2024,2026,R32,5,1.24,0.9%,2.1%,76.1%,59.3%,59.0%,59.2%,50.6%,53.1%,52.8%
Canberra 125,2,Hard,2,0,2,0.0%,1,0,1,0.0%,2024,2026,R32,2,0.77,1.4%,2.1%,75.9%,49.5%,35.3%,46.1%,41.6%,50.0%,55.6%
Limoges 125,2,Hard,2,0,2,0.0%,0,0,0,-,2022,2025,R32,2,0.52,0.0%,6.5%,76.3%,49.3%,31.8%,45.2%,28.4%,35.7%,33.3%
Guadalajara,2,Hard,8,6,2,75.0%,1,0,1,0.0%,2024,2025,R16,8,1.12,0.2%,5.6%,72.0%,61.2%,41.9%,55.8%,49.3%,42.0%,47.5%
