Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,81,33,48,40.7%,78-109,41.7%,796-915,46.5%,7-10,41.2%,75,60.2%,34.6%,1.6%,4.8%,59.5%,60.1%,45.8%,54.3%,42.7%,48.6%,0.94
Clay,11,2,9,18.2%,6-18,25.0%,80-133,37.6%,0-0,-,11,52.3%,26.4%,1.1%,6.1%,58.8%,59.1%,39.5%,51.0%,39.6%,45.3%,0.81
Grass,3,0,3,0.0%,1-6,14.3%,21-39,35.0%,0-0,-,3,42.9%,28.6%,2.3%,7.4%,57.4%,58.4%,37.3%,49.4%,40.5%,44.7%,0.80
Grand Slams,26,10,16,38.5%,24-36,40.0%,250-283,46.9%,1-5,16.7%,23,61.3%,36.0%,1.9%,5.1%,58.0%,61.6%,44.0%,54.2%,43.2%,48.7%,0.94
Premiers,26,11,15,42.3%,26-33,44.1%,245-286,46.1%,2-1,66.7%,24,59.1%,39.3%,1.6%,4.4%,60.2%,58.7%,44.6%,53.1%,44.3%,48.7%,0.94
Internationals,40,14,26,35.0%,34-58,37.0%,378-477,44.2%,4-4,50.0%,39,57.8%,30.3%,1.5%,5.3%,59.5%,60.1%,45.0%,54.0%,41.0%,47.5%,0.89
Semi-finals,1,0,1,0.0%,0-2,0.0%,8-13,38.1%,0-1,0.0%,1,60.0%,20.0%,2.2%,2.2%,64.8%,49.2%,59.4%,52.7%,38.9%,46.6%,0.82
Quarter-finals,4,1,3,25.0%,1-7,12.5%,30-46,39.5%,0-0,-,4,64.3%,17.2%,2.4%,6.2%,55.0%,65.5%,42.1%,55.0%,37.1%,45.2%,0.82
vs Righties,85,33,52,38.8%,80-116,40.8%,815-965,45.8%,7-10,41.2%,80,59.9%,32.9%,1.6%,4.8%,59.5%,60.3%,45.6%,54.4%,42.3%,48.3%,0.93
vs Lefties,8,1,7,12.5%,3-14,17.6%,61-97,38.6%,0-0,-,7,47.1%,37.0%,1.9%,7.8%,55.4%,57.0%,35.9%,47.6%,41.4%,44.6%,0.79
vs Top 10,9,0,9,0.0%,3-18,14.3%,63-117,35.0%,0-0,-,8,45.1%,22.0%,2.0%,5.5%,55.7%,59.0%,38.3%,49.8%,35.3%,43.1%,0.70
