Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
2020,172,421,,,,,,,,,721,55,,
2019,126,494,135,1638,127,1604,159,1525,,,469,122,,
2018,123,476,140,1612,136,1589,168,1485,139,1474,166,411,,
2018,123,476,140,1612,136,1589,168,1485,139,1474,166,411,,
2017,109,584,125,1637,121,1607,149,1472,,,237,298,,
2016,89,742,115,1659,105,1628,157,1489,146,1464,130,527,,
2015,109,579,138,1599,130,1577,149,1474,142,1460,171,385,,
2014,96,602,91,1726,91,1680,129,1563,87,1576,825,22,,
2013,185,339,175,1570,159,1535,206,1423,167,1429,438,117,,
2012,222,263,165,1570,150,1546,,,,,614,52,,
2011,631,39,,,,,,,,,,,,
2010,425,84,,,,,,,,,463,92,,
2009,488,62,,,,,,,,,,,,
2008,622,22,,,,,,,,,,,,
2007,740,13,,,,,,,,,,,,
