Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2020,3,1,2,33.3%,2-4,33.3%,28-33,45.9%,0-0,-,3,61.3%,30.0%,1.5%,4.9%,57.3%,60.2%,44.3%,53.4%,43.4%,48.1%,0.93,R16 (Newport Beach)
2019,31,22,9,71.0%,45-24,65.2%,342-280,55.0%,4-1,80.0%,10,66.7%,51.7%,1.0%,4.8%,65.9%,60.1%,50.8%,57.0%,50.2%,53.4%,1.17,W (W25 Rancho Santa Fe CA)
2018,34,22,12,64.7%,49-31,61.3%,393-341,53.5%,5-2,71.4%,7,54.7%,48.2%,1.2%,3.7%,66.0%,55.1%,46.9%,52.3%,49.3%,50.8%,1.03,W (Naples FL $25K)
2017,21,14,7,66.7%,32-18,64.0%,255-199,56.2%,2-0,100.0%,0,,,,,,,,,,,,W (Baton Rouge LA $25K)
2016,6,2,4,33.3%,4-9,30.8%,65-73,47.1%,0-3,0.0%,1,63.6%,10.0%,2.6%,6.5%,67.5%,59.6%,36.0%,51.9%,35.4%,44.4%,0.74,R16 (2x)
2015,23,15,8,65.2%,36-21,63.2%,295-221,57.2%,2-2,50.0%,0,,,,,,,,,,,,F (2x)
2014,30,21,9,70.0%,44-25,63.8%,354-288,55.1%,2-5,28.6%,0,,,,,,,,,,,,W (Carson CA 50K)
2013,29,22,7,75.9%,42-19,68.9%,307-228,57.4%,2-1,66.7%,0,,,,,,,,,,,,W (Yakima WA 50K)
2012,9,7,2,77.8%,15-8,65.2%,109-101,51.9%,3-0,100.0%,0,,,,,,,,,,,,W (Denver CO 50K)
2011,10,6,4,60.0%,15-9,62.5%,120-96,55.6%,1-0,100.0%,0,,,,,,,,,,,,F (Buffalo NY 10K)
2010,13,4,9,30.8%,11-20,35.5%,137-155,46.9%,0-3,0.0%,0,,,,,,,,,,,,SF (Mount Pleasant SC 10K)
2009,13,6,7,46.2%,13-16,44.8%,133-142,48.4%,0-0,-,0,,,,,,,,,,,,SF (Puebla 25K)
2008,17,8,9,47.1%,20-20,50.0%,188-186,50.3%,2-2,50.0%,0,,,,,,,,,,,,QF (2x)
2007,12,7,5,58.3%,16-10,61.5%,126-101,55.5%,1-0,100.0%,0,,,,,,,,,,,,W (Mexico City 10K)
Career,251,157,94,62.5%,344-234,59.5%,2852-2444,53.9%,24-19,55.8%,21,60.8%,45.3%,1.2%,4.4%,64.7%,58.0%,47.3%,54.2%,48.1%,51.1%,1.05,
