Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2019 US Open R128,L vs Halep,9.0%,18.0%,44.3%,12.1%,25.9%,51.0%,51.9%,38.7%,28.6%,3.4%,3.4%,32.1%,40.0%,50.0%,33.3%,-81
2019 US Open Q1,W vs Mcphee,16.9%,27.1%,72.9%,8.3%,19.4%,75.8%,47.1%,52.6%,-,31.8%,40.9%,66.7%,12.5%,57.1%,-,-51
2018 ITF Berkeley F,L vs Kenin,15.9%,20.6%,33.3%,15.4%,23.1%,42.4%,45.5%,35.3%,66.7%,18.2%,18.2%,16.7%,12.5%,14.3%,20.0%,-3
2018 Roland Garros Q2,L vs Kudermetova,23.1%,26.9%,39.3%,28.0%,30.0%,41.7%,20.8%,7.7%,0.0%,16.7%,25.0%,35.0%,8.3%,16.7%,33.3%,46
2018 Shenzhen R32,L vs Halep,18.8%,25.0%,39.1%,22.9%,34.3%,55.6%,33.3%,29.4%,0.0%,17.4%,17.4%,15.8%,25.0%,63.6%,75.0%,40
2017 Hong Kong R32,W vs Grammatikopoulou,25.5%,32.1%,46.7%,28.0%,36.0%,46.3%,60.6%,47.6%,28.6%,22.2%,25.9%,47.6%,23.1%,57.1%,66.7%,52
2017 Stanford R32,W vs Liu,12.0%,24.0%,46.4%,8.5%,22.5%,52.3%,60.0%,46.3%,71.4%,24.0%,32.0%,26.3%,33.3%,38.5%,50.0%,62
2017 Miami R128,L vs Witthoeft,12.7%,18.3%,41.7%,17.5%,25.0%,33.3%,42.9%,26.3%,20.0%,6.9%,10.3%,51.9%,21.4%,13.3%,20.0%,-44
2017 Australian Open R32,L vs Williams,18.5%,25.9%,38.5%,11.1%,22.2%,45.8%,33.3%,20.0%,50.0%,31.8%,36.4%,26.7%,10.0%,33.3%,100.0%,119
2016 ITF Scottsdale R32,W vs Pivovarova,26.8%,30.4%,55.6%,30.6%,36.1%,56.0%,73.3%,57.1%,75.0%,26.7%,26.7%,54.5%,0.0%,57.1%,100.0%,111
2016 Hong Kong R32,L vs Siniakova,14.0%,16.3%,36.2%,17.5%,21.1%,38.3%,37.9%,35.7%,42.9%,8.3%,8.3%,31.8%,62.5%,68.8%,100.0%,-39
2016 Stanford R32,W vs Zhao,20.8%,30.2%,50.7%,24.5%,34.0%,60.0%,62.5%,51.7%,50.0%,16.7%,26.2%,40.0%,38.1%,61.9%,75.0%,-76
2016 Roland Garros R128,L vs Watson,18.6%,22.5%,38.3%,25.9%,33.3%,52.5%,44.0%,27.6%,40.0%,10.9%,10.9%,24.4%,27.3%,12.5%,50.0%,-54
2016 Indian Wells R32,W vs Shvedova,30.0%,42.0%,50.0%,31.3%,43.8%,63.6%,57.1%,33.3%,33.3%,29.4%,41.2%,25.0%,42.9%,40.0%,100.0%,-37
2015 Indian Wells R128,L vs Puig,25.7%,31.4%,46.7%,33.3%,41.0%,53.8%,43.8%,34.8%,0.0%,20.8%,25.0%,36.8%,6.7%,44.4%,50.0%,67
2014 ITF Sacramento R32,W vs Stevenson,30.3%,36.8%,54.3%,38.5%,42.3%,56.3%,54.5%,26.7%,28.6%,17.6%,35.3%,50.0%,11.1%,37.5%,0.0%,25
Career (16 matches),,19.5%,26.3%,45.2%,22.0%,30.5%,50.9%,48.4%,36.8%,37.3%,17.6%,22.3%,35.4%,24.2%,40.7%,53.2%,46
