Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2019 US Open R128,L vs Halep,6.7,6.5,7.0,49.2%,53.8%,47.4%,40.4%,48.4%,20.1%,7.0,3.2,0.0,0.0
2019 US Open Q1,W vs Mcphee,6.0,5.9,6.0,46.6%,74.2%,53.8%,66.7%,59.9%,10.6%,13.5,6.4,13.0,10.0
2018 ITF Berkeley F,L vs Kenin,4.2,4.0,4.5,38.6%,36.7%,60.0%,40.0%,50.0%,20.4%,-6.5,-7.6,-6.5,-9.3
2018 Roland Garros Q2,L vs Kudermetova,4.0,4.1,3.9,46.7%,42.2%,46.7%,28.6%,52.3%,22.8%,-2.5,-2.0,-4.5,-4.8
2018 Shenzhen R32,L vs Halep,4.3,4.8,3.6,45.0%,33.3%,41.7%,18.2%,46.7%,17.3%,0.5,0.6,-2.5,-3.0
2017 Hong Kong R32,W vs Grammatikopoulou,3.5,3.4,3.5,58.7%,42.4%,45.0%,71.4%,46.9%,15.5%,1.0,0.8,6.0,4.8
2017 Stanford R32,W vs Liu,5.1,4.8,5.5,58.3%,48.4%,46.7%,48.1%,53.1%,18.7%,14.5,6.6,15.0,9.7
2017 Miami R128,L vs Witthoeft,6.2,6.3,6.1,48.1%,47.8%,30.4%,44.0%,47.9%,8.8%,-6.0,-4.2,-1.5,-1.0
2017 Australian Open R32,L vs Williams,2.9,3.2,2.6,35.7%,43.5%,80.0%,0.0%,49.5%,25.0%,0.0,0.0,1.0,2.4
2016 ITF Scottsdale R32,W vs Pivovarova,3.5,3.1,4.0,56.7%,65.5%,50.0%,100.0%,55.6%,10.9%,0.5,0.6,3.0,5.6
2016 Hong Kong R32,L vs Siniakova,4.2,3.9,4.5,46.7%,42.6%,38.5%,66.7%,47.9%,17.4%,-2.5,-1.7,-1.0,-0.7
2016 Stanford R32,W vs Zhao,5.6,5.8,5.4,51.9%,57.5%,52.0%,54.5%,55.1%,13.5%,8.0,3.9,-5.5,-3.4
2016 Roland Garros R128,L vs Watson,5.5,5.2,5.7,48.2%,37.5%,42.9%,48.6%,45.3%,16.5%,-5.5,-2.9,3.5,1.7
2016 Indian Wells R32,W vs Shvedova,3.5,3.2,3.8,56.9%,65.2%,55.6%,33.3%,44.5%,17.4%,10.5,18.1,2.0,3.0
2015 Indian Wells R128,L vs Puig,4.6,4.9,4.3,43.8%,47.4%,50.0%,42.1%,55.2%,13.7%,-4.0,-3.0,-3.5,-3.6
2014 ITF Sacramento R32,W vs Stevenson,3.3,3.3,3.3,55.7%,48.0%,92.3%,83.3%,41.9%,19.4%,13.0,21.7,1.0,1.5
Career (16 matches),,4.7,4.6,4.7,49.8%,48.3%,48.8%,48.4%,50.4%,16.5%,2.6,1.9,1.2,1.1
