Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 W60 Honolulu HI F,L vs Arconada,20% (1/5),67% (2/3),0/0,0/0,25% (2/8),0/2,0/1,- (0/0),- (0/0)
2019 W60 Honolulu HI R16,W vs Parks,67% (8/12),80% (4/5),2/2,1/1,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2019 W100 Bonita Springs FL R32,L vs Anderson,47% (7/15),36% (4/11),1/1,0/0,38% (3/8),2/4,2/3,- (0/0),- (0/0)
2019 W100 Charleston SC QF,L vs Juvan,50% (3/6),40% (2/5),0/0,0/0,55% (6/11),1/3,0/1,- (0/0),- (0/0)
2019 W100 Charleston SC R32,W vs Karatantcheva,35% (7/20),75% (6/8),2/2,1/1,73% (8/11),1/1,0/0,- (0/0),- (0/0)
2019 W80 Palm Harbor FL F,L vs Krejcikova,- (0/0),100% (1/1),0/0,0/0,0% (0/6),1/3,1/2,- (0/0),- (0/0)
2019 W80 Palm Harbor FL SF,W vs Kovinic,55% (6/11),77% (10/13),1/1,1/1,58% (7/12),1/2,0/0,- (0/0),- (0/0)
2019 W80 Palm Harbor FL QF,W vs Perez,70% (7/10),71% (5/7),2/5,1/4,83% (5/6),0/0,0/0,- (0/0),- (0/0)
2019 W80 Palm Harbor FL R16,W vs Dabrowski,59% (10/17),60% (6/10),2/3,1/1,62% (8/13),0/1,0/0,- (0/0),- (0/0)
2019 W80 Palm Harbor FL R32,W vs Myers,50% (8/16),44% (4/9),2/6,1/5,78% (7/9),2/2,0/0,50% (3/6),67% (4/6)
2019 Indian Wells Q2,L vs Diyas,58% (7/12),40% (4/10),0/0,0/0,64% (9/14),1/3,0/1,67% (4/6),0% (0/5)
2019 Indian Wells Q1,W vs Ferro,67% (6/9),60% (6/10),2/4,1/3,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2019 Indian Wells 125K QF,L vs Brady,33% (4/12),100% (1/1),0/0,0/0,29% (2/7),0/2,0/1,- (0/0),- (0/0)
2019 Indian Wells 125K R16,W vs Townsend,64% (7/11),100% (5/5),2/3,1/2,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2019 Indian Wells 125K R32,W vs Rodina,58% (7/12),60% (6/10),2/5,1/4,50% (4/8),0/0,0/0,- (0/0),- (0/0)
2019 Indian Wells 125K R64,W vs Hon,46% (6/13),60% (6/10),2/3,1/1,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2019 W25 Rancho Santa Fe CA F,W vs Ahn,50% (5/10),70% (7/10),2/3,1/2,33% (1/3),0/0,0/0,- (0/0),- (0/0)
2019 W100 Midland MI R32,L vs Mcnally,67% (4/6),50% (1/2),0/0,0/0,64% (9/14),3/5,3/4,- (0/0),- (0/0)
2019 Newport Beach QF,L vs Maria,33% (2/6),40% (2/5),0/0,0/0,25% (2/8),1/3,0/1,- (0/0),- (0/0)
2019 Newport Beach R16,W vs Sebov,64% (7/11),63% (5/8),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2019 (22 matches),,53.0%,57.4%,61.9%,48.1%,54.7%,41.2%,40.0%,54.5%,45.0%
2018 (28 matches),,58.5%,44.3%,57.1%,76.5%,53.2%,37.3%,31.8%,58.3%,50.0%
2017 (43 matches),,53.4%,41.6%,55.9%,62.5%,53.8%,50.5%,52.1%,66.0%,59.1%
2016 (49 matches),,58.8%,49.0%,50.8%,46.7%,53.3%,40.0%,40.0%,57.4%,42.2%
2015 (30 matches),,64.8%,48.1%,55.4%,53.6%,57.1%,52.6%,54.5%,39.5%,40.0%
Career (224 matches),,56.8%,47.7%,54.1%,53.7%,53.5%,46.0%,46.3%,55.0%,46.2%
