Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2017 US Open R64,L vs Pliskova,32,28,1.1,18.9%,16.6%,28,23,1.2,19.7%,16.2%,10.6%,8.5%,1.0,17.2%,17.2%
2017 Australian Open R32,L vs Williams,9,21,0.4,9.0%,21.0%,7,16,0.4,8.2%,18.8%,8.2%,0.0%,0.7,17.0%,26.0%
2017 Australian Open R64,W vs Falconi,19,25,0.8,14.7%,19.4%,16,24,0.7,13.6%,20.3%,7.6%,5.1%,0.5,11.6%,24.0%
2017 Australian Open R128,W vs Babos,20,32,0.6,12.1%,19.4%,15,30,0.5,9.9%,19.9%,7.3%,2.6%,0.3,9.1%,30.9%
2016 US Open R64,L vs Siegemund,18,22,0.8,13.8%,16.9%,18,19,0.9,14.5%,15.3%,6.5%,8.1%,1.3,21.5%,16.2%
2016 Wimbledon R128,L vs Flipkens,4,17,0.2,4.2%,17.7%,4,14,0.3,4.4%,15.6%,4.4%,0.0%,1.5,21.9%,14.6%
2016 Roland Garros R128,L vs Watson,14,34,0.4,7.0%,17.0%,13,32,0.4,6.8%,16.7%,4.7%,2.1%,1.3,23.0%,17.5%
2016 Australian Open R64,L vs Mladenovic,10,16,0.6,8.8%,14.0%,9,12,0.8,8.8%,11.8%,4.9%,3.9%,1.2,25.4%,21.1%
2016 Australian Open R128,W vs Koukalova,17,26,0.7,9.8%,15.0%,14,25,0.6,8.8%,15.7%,3.8%,5.0%,0.5,15.6%,30.1%
2015 US Open R64,L vs Kvitova,6,12,0.5,5.5%,11.0%,5,8,0.6,5.2%,8.2%,5.2%,0.0%,0.7,18.3%,24.8%
2015 Wimbledon R128,L vs Tsurenko,9,22,0.4,7.8%,19.0%,8,17,0.5,7.6%,16.2%,3.8%,3.8%,1.0,18.1%,19.0%
2015 Australian Open R64,L vs Svitolina,31,53,0.6,15.5%,26.5%,31,46,0.7,17.0%,25.3%,13.2%,3.8%,0.6,12.5%,21.5%
2015 Australian Open R128,W vs Rogowska,9,18,0.5,8.0%,15.9%,9,16,0.6,8.5%,15.1%,2.8%,5.7%,0.4,14.2%,38.9%
2014 US Open R32,L vs Pennetta,12,34,0.4,10.3%,29.3%,11,26,0.4,10.8%,25.5%,7.8%,2.0%,0.8,12.9%,16.4%
2014 US Open R64,W vs Pavlyuchenkova,20,42,0.5,10.1%,21.1%,18,37,0.5,10.4%,21.4%,6.9%,3.5%,0.5,13.1%,27.1%
2014 US Open R128,W vs Garcia,16,20,0.8,10.3%,12.9%,12,16,0.8,8.6%,11.4%,5.7%,2.1%,0.8,12.9%,16.1%
Career (16 matches),,246,422,0.6,10.8%,18.5%,218,361,0.6,10.5%,17.5%,6.7%,3.7%,0.7,16.2%,22.6%
