Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2019 US Open R128,L vs Halep,82.7%,53.2%,4.0%,2/1,2.52,2.5%,86.5%,55.6%,1.9%,2.22,3.9%,81.0%,47.1%,9.5%,3.06,0.0%
2019 US Open Q1,W vs Mcphee,74.7%,59.7%,2.4%,2/0,2.70,6.4%,69.6%,59.0%,1.8%,2.58,9.4%,85.2%,60.9%,3.7%,2.95,0.0%
2018 ITF Berkeley F,L vs Kenin,72.7%,40.6%,18.2%,4/4,2.24,2.0%,74.1%,45.0%,11.1%,2.27,3.2%,85.7%,33.3%,35.7%,2.19,0.0%
2018 Roland Garros Q2,L vs Kudermetova,69.3%,45.9%,8.0%,7/0,2.60,1.8%,61.7%,44.8%,10.6%,2.60,2.8%,88.9%,46.9%,5.6%,2.59,0.0%
2018 Shenzhen R32,L vs Halep,60.5%,34.6%,4.7%,1/1,2.59,0.0%,65.5%,21.1%,0.0%,2.58,0.0%,63.6%,71.4%,18.2%,2.59,0.0%
2017 Hong Kong R32,W vs Grammatikopoulou,75.5%,55.0%,1.9%,1/1,2.65,0.0%,76.5%,51.9%,2.9%,2.54,0.0%,90.3%,60.7%,0.0%,2.92,0.0%
2017 Stanford R32,W vs Liu,89.3%,59.8%,2.9%,1/2,2.25,3.6%,86.7%,59.6%,0.0%,2.23,4.6%,93.0%,60.0%,7.0%,2.34,0.0%
2017 Miami R128,L vs Witthoeft,82.7%,41.9%,3.8%,2/0,2.36,0.0%,88.6%,48.4%,0.0%,2.17,0.0%,80.0%,25.0%,13.3%,2.58,0.0%
2017 Australian Open R32,L vs Williams,56.5%,38.5%,23.9%,7/4,2.48,2.6%,56.5%,30.8%,26.1%,2.26,4.2%,68.4%,46.2%,26.3%,2.84,0.0%
2016 ITF Scottsdale R32,W vs Pivovarova,70.2%,57.6%,2.1%,0/1,2.72,6.1%,80.0%,60.0%,0.0%,2.56,4.5%,92.9%,53.8%,7.1%,3.08,9.1%
2016 Hong Kong R32,L vs Siniakova,76.5%,54.7%,4.1%,2/2,2.72,4.3%,75.5%,52.5%,1.9%,2.65,6.4%,89.7%,57.1%,7.7%,2.87,0.0%
2016 Stanford R32,W vs Zhao,72.2%,54.4%,6.3%,3/2,2.29,8.1%,69.0%,55.2%,4.8%,2.25,15.0%,87.5%,53.6%,9.4%,2.33,0.0%
2016 Roland Garros R128,L vs Watson,78.1%,46.7%,8.3%,1/7,-,0.0%,75.5%,40.5%,4.1%,-,0.0%,88.4%,52.6%,14.0%,-,0.0%
2016 Indian Wells R32,W vs Shvedova,75.0%,64.4%,6.7%,2/2,2.47,6.3%,66.7%,62.5%,2.8%,2.24,9.5%,95.5%,66.7%,13.6%,2.91,0.0%
2015 Indian Wells R128,L vs Puig,64.4%,47.4%,3.4%,2/0,2.19,2.3%,52.6%,35.0%,5.3%,2.28,4.0%,90.5%,57.9%,0.0%,2.08,0.0%
2014 ITF Sacramento R32,W vs Stevenson,72.3%,61.8%,8.5%,3/1,2.70,13.3%,72.0%,50.0%,12.0%,2.57,15.6%,88.9%,75.0%,5.6%,3.02,7.7%
Career (16 matches),,74.7%,52.4%,6.0%,58.8%,2.49,3.4%,73.4%,50.4%,4.4%,2.40,5.1%,87.2%,55.1%,9.6%,2.66,0.6%
