Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
16-Mar-2026,W35 San Gregorio,Clay,R32,438,314,Gabriela Ce [BRA] d. Schmidt,6-4 6-0,0.53,1.9%,1.9%,57.7%,56.7%,27.3%,6/11,1:30
26-Jan-2026,W100 Fujairah,Hard,R32,378,514,Anastasia Kulikova [FIN] d. Schmidt,6-1 7-6(6),0.59,14.3%,10.7%,55.4%,64.5%,44.0%,0/3,1:33
24-Nov-2025,W35 Antalya,Clay,QF,391,234,Selena Janicijevic [FRA] d. Schmidt,6-3 6-4,0.64,3.8%,3.8%,63.5%,63.6%,31.6%,2/6,1:41
24-Nov-2025,W35 Antalya,Clay,R16,391,1251,Schmidt d. Felitsata Dorofeeva Rybas [RUS],2-6 6-1 6-0,1.21,1.4%,8.5%,57.7%,68.3%,36.7%,7/10,1:58
24-Nov-2025,W35 Antalya,Clay,R32,391,954,Schmidt d. Evgeniya Burdina [RUS],2-1 RET,2.50,0.0%,20.0%,80.0%,100.0%,0.0%,0/0,
17-Nov-2025,W35 Antalya,clay,SF,385,443,Caijsa Wilda Hennemann [SWE] d. Schmidt,6-2 6-3,0.72,0.0%,4.7%,60.5%,69.2%,35.3%,0/3,1:41
17-Nov-2025,W35 Antalya,clay,QF,385,625,Schmidt d. Eva Maria Ionescu [ROU],2-6 6-3 6-2,1.16,5.3%,11.8%,68.4%,69.2%,41.7%,5/9,2:31
17-Nov-2025,W35 Antalya,clay,R16,385,534,Schmidt d. Gina Marie Dittmann [GER],5-7 6-2 6-1,1.24,8.3%,9.2%,59.6%,66.2%,38.6%,10/15,3:00
17-Nov-2025,W35 Antalya,clay,R32,385,,Schmidt d. Joulia Cristiana Cirstea [ROU],6-1 6-1,1.64,1.7%,12.1%,65.5%,68.4%,55.0%,8/8,1:21
03-Nov-2025,W35 Liberec,Hard,R32,385,1187,Schmidt d. Barbora Michalkova [CZE],6-4 6-7(3) 6-2,1.28,0.0%,4.1%,60.8%,69.5%,57.9%,3/5,2:43
20-Oct-2025,W75 Hamburg,Hard,R32,376,465,Berfu Cengiz [TUR] d. Schmidt,6-0 6-3,0.61,2.3%,18.6%,55.8%,54.2%,15.8%,4/9,1:05
13-Oct-2025,W35 Birmingham,Hard,R16,374,537,Alicia Dudeney [GBR] d. Schmidt,6-3 4-6 7-6(7),0.87,3.8%,2.3%,63.1%,63.4%,43.8%,6/10,3:31
13-Oct-2025,W35 Birmingham,Hard,R32,374,524,Schmidt d. Monika Stankiewicz [POL],6-2 4-6 6-1,1.28,0.0%,8.2%,68.5%,66.0%,39.1%,4/8,2:14
29-Sep-2025,W35 Santa Margherita di Pula,Clay,F,414,298,Katharina Hobgarski [GER] d. Schmidt,6-4 6-1,0.71,0.0%,12.1%,54.5%,47.2%,40.0%,1/7,2:03
29-Sep-2025,W35 Santa Margherita di Pula,Clay,SF,414,450,Schmidt d. Jennifer Ruggeri [ITA],6-3 6-3,1.24,1.6%,9.4%,56.3%,72.2%,32.1%,4/7,1:56
29-Sep-2025,W35 Santa Margherita di Pula,Clay,QF,414,336,Schmidt d. Georgia Pedone [ITA],6-4 6-3,1.38,0.0%,3.6%,62.5%,74.3%,47.6%,2/3,1:50
29-Sep-2025,W35 Santa Margherita di Pula,Clay,R16,414,524,Schmidt d. Beatrice Ricci [ITA],6-4 6-4,1.15,0.0%,9.4%,60.9%,61.5%,56.0%,3/6,1:59
29-Sep-2025,W35 Santa Margherita di Pula,Clay,R32,414,677,Schmidt d. Iva Ivanova [BUL],6-3 6-3,1.19,3.2%,11.3%,61.3%,60.5%,50.0%,4/6,1:40
22-Sep-2025,W35 Santa Margherita di Pula,Clay,R32,414,441,Julie Struplova [CZE] d. Schmidt,4-6 7-5 7-5,0.96,2.1%,7.6%,53.1%,61.0%,33.8%,18/27,4:36
15-Sep-2025,W35 Santa Margherita di Pula,Clay,QF,420,662,Caijsa Wilda Hennemann [SWE] d. Schmidt,6-1 6-4,0.74,0.0%,8.5%,50.8%,50.0%,31.0%,3/9,1:59
15-Sep-2025,W35 Santa Margherita di Pula,Clay,R16,420,1463,Schmidt d. Marcella Dessolis [ITA],6-2 6-1,2.37,5.4%,5.4%,67.6%,84.0%,58.3%,0/0,1:22
15-Sep-2025,W35 Santa Margherita di Pula,Clay,R32,420,1063,Schmidt d. Tina Manescu [GER],4-6 6-4 6-4,1.11,1.2%,9.8%,50.0%,58.5%,41.5%,2/10,3:02
