Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1997,30,18,12,60.0%,41-27,60.3%,331-277,54.4%,3-1,75.0%,0,,,,,,,,,,,,F (Auckland)
1996,63,37,26,58.7%,77-55,58.3%,626-550,53.2%,6-6,50.0%,0,,,,,,,,,,,,SF (3x)
1995,46,30,16,65.2%,67-37,64.4%,529-393,57.4%,2-9,18.2%,0,,,,,,,,,,,,W (Styria)
1994,50,34,16,68.0%,70-33,68.0%,521-387,57.4%,5-4,55.6%,0,,,,,,,,,,,,W (Schenectady)
1993,49,31,18,63.3%,65-43,60.2%,515-443,53.8%,5-3,62.5%,0,,,,,,,,,,,,F (2x)
1992,49,31,18,63.3%,60-44,57.7%,483-423,53.3%,5-2,71.4%,0,,,,,,,,,,,,W (Strasbourg)
1991,45,31,14,68.9%,60-32,65.2%,441-351,55.7%,3-4,42.9%,0,,,,,,,,,,,,F (Kitzbuhel)
1990,64,44,20,68.8%,83-46,64.3%,636-484,56.8%,12-5,70.6%,0,,,,,,,,,,,,F (Key Biscayne)
1989,39,24,15,61.5%,48-32,60.0%,393-333,54.1%,6-2,75.0%,0,,,,,,,,,,,,W (Archaron)
1988,41,23,18,56.1%,50-45,52.6%,441-400,52.4%,4-1,80.0%,0,,,,,,,,,,,,W (Aix en Provence)
1987,36,21,15,58.3%,43-36,54.4%,370-333,52.6%,2-1,66.7%,0,,,,,,,,,,,,SF (2x)
1986,9,5,4,55.6%,12-10,54.5%,101-91,52.6%,0-0,-,0,,,,,,,,,,,,QF (Athens)
1985,1,0,1,0.0%,1-2,33.3%,7-16,30.4%,0-0,-,0,,,,,,,,,,,,R32 (Bregenz)
1984,2,1,1,50.0%,3-2,60.0%,24-17,58.5%,0-0,-,0,,,,,,,,,,,,
1983,2,1,1,50.0%,2-2,50.0%,16-13,55.2%,0-0,-,0,,,,,,,,,,,,
Career,526,331,195,62.9%,682-446,60.5%,5434-4511,54.6%,53-38,58.2%,0,,,,,,,,,,,,
