Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2015,9,5,4,55.6%,11-10,52.4%,108-98,52.4%,2-1,66.7%,9,77.7%,26.0%,2.6%,1.4%,69.1%,65.4%,57.1%,62.8%,37.9%,50.8%,1.02,SF (Rome)
2014,38,21,17,55.3%,42-37,53.2%,394-371,51.5%,6-8,42.9%,38,80.5%,23.1%,4.0%,1.4%,71.3%,68.8%,51.8%,63.9%,37.6%,50.8%,1.04,F (Cordenons)
2013,38,25,13,65.8%,55-31,64.0%,446-346,56.3%,4-4,50.0%,38,82.0%,30.9%,2.5%,1.9%,73.9%,69.5%,52.1%,65.0%,41.1%,52.5%,1.17,W (Napoli)
2012,12,6,6,50.0%,13-13,50.0%,127-136,48.3%,4-2,66.7%,12,76.6%,19.4%,2.3%,1.3%,74.3%,64.4%,55.8%,62.2%,36.1%,49.1%,0.96,F (Barletta)
2011,5,5,0,100.0%,9-0,100.0%,55-27,67.1%,0-0,-,5,93.0%,42.9%,3.3%,1.6%,81.9%,76.9%,59.1%,73.7%,47.0%,59.3%,1.78,W (San Marino)
2010,28,20,8,71.4%,44-20,68.8%,343-272,55.8%,6-3,66.7%,28,81.3%,29.8%,3.0%,1.2%,75.9%,69.5%,54.2%,65.8%,41.4%,53.2%,1.21,F (3x)
2009,26,20,6,76.9%,42-16,72.4%,313-232,57.4%,6-1,85.7%,0,,,,,,,,,,,,W (Turin)
2008,20,15,5,75.0%,31-12,72.1%,235-190,55.3%,6-2,75.0%,0,,,,,,,,,,,,W (Napoli)
2007,17,15,2,88.2%,31-7,81.6%,216-144,60.0%,5-1,83.3%,0,,,,,,,,,,,,W (2x)
2006,22,14,8,63.6%,32-19,62.7%,270-212,56.0%,3-5,37.5%,0,,,,,,,,,,,,W (Napoli)
2005,24,16,8,66.7%,36-18,66.7%,290-236,55.1%,4-6,40.0%,0,,,,,,,,,,,,W (Genova)
2004,31,23,8,74.2%,49-25,66.2%,375-323,53.7%,5-3,62.5%,0,,,,,,,,,,,,W (3x)
2003,38,21,17,55.3%,49-41,54.4%,455-422,51.9%,6-8,42.9%,0,,,,,,,,,,,,F (Reggio Emilia)
2002,34,20,14,58.8%,44-35,55.7%,396-359,52.5%,7-6,53.8%,0,,,,,,,,,,,,F (2x)
2001,8,4,4,50.0%,9-9,50.0%,84-81,50.9%,1-1,50.0%,0,,,,,,,,,,,,QF (Manerbio)
Career,350,230,120,65.7%,497-293,62.9%,4107-3449,54.4%,65-51,56.0%,130,80.9%,27.4%,3.0%,1.5%,73.5%,68.7%,53.3%,64.7%,39.7%,51.9%,1.12,
