Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2015,630,48,,,,,,,,,648,80,,
2014,163,314,152,1601,159,1544,135,1577,,,86,852,,
2013,152,338,131,1643,149,1555,100,1630,,,95,803,78,1629
2012,164,326,105,1685,130,1588,82,1682,,,69,1090,57,1682
2011,58,825,54,1803,75,1687,38,1798,116,1538,65,1195,59,1676
2010,47,945,58,1793,87,1652,39,1792,100,1554,47,1595,70,1633
2009,62,682,57,1774,125,1587,38,1789,97,1548,119,558,97,1562
2008,72,564,75,1736,138,1567,52,1754,111,1536,90,719,81,1613
2007,31,921,51,1781,125,1578,27,1824,90,1564,76,734,78,1588
2006,83,485,117,1647,150,1531,80,1659,131,1504,85,665,75,1590
2005,105,408,89,1704,130,1576,61,1717,106,1541,246,194,,
2004,76,522,82,1738,107,1612,39,1777,91,1572,299,149,,
2003,222,160,181,1556,217,1460,160,1542,165,1462,310,142,,
2002,189,188,190,1558,285,1352,145,1571,165,1463,212,206,,
2001,389,74,,,,,,,,,316,144,,
2000,473,46,,,,,,,,,729,31,,
1999,1075,4,,,,,,,,,1357,1,,
1998,1226,3,,,,,,,,,,,,
