Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2014 Roland Garros R128,L vs Tursunov,18,17,1.1,10.9%,10.3%,14,11,1.3,9.6%,7.5%,8.9%,0.7%,3.3,30.3%,9.1%
2012 Roland Garros R128,L vs Djokovic,25,27,0.9,13.5%,14.6%,21,27,0.8,12.0%,15.4%,,,2.1,21.1%,10.3%
2012 Buenos Aires R32,L vs Almagro,28,26,1.1,15.4%,14.3%,25,25,1.0,14.6%,14.6%,9.9%,4.7%,1.7,22.0%,13.2%
2012 Australian Open R128,L vs Ito,29,32,0.9,13.5%,14.9%,20,29,0.7,10.6%,15.3%,,,1.6,20.5%,13.0%
2011 Australian Open R128,L vs Soderling,20,27,0.7,13.5%,18.2%,16,25,0.6,12.3%,19.2%,,,2.6,31.8%,12.2%
2004 Gstaad SF,L vs Federer,21,24,0.9,12.7%,14.5%,19,23,0.8,12.3%,14.9%,9.1%,3.2%,1.3,22.4%,17.6%
Career (6 matches),,141,153,0.9,13.3%,14.4%,115,140,0.8,11.9%,14.5%,4.6%,1.5%,1.9,24.2%,12.5%
