Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2014 Genova CH R32,L vs Lindell,0.98,0.54,54.0,2.1,10.0%,53.3%,11.1%,55.6%,12.0%,39.1%
2014 Roland Garros R128,L vs Tursunov,0.95,0.53,30.4,2.1,7.0%,53.5%,2.5%,60.0%,23.8%,25.0%
2013 Szczecin CH SF,L vs Riba,1.03,0.65,48.7,2.3,9.8%,61.0%,27.8%,80.6%,15.6%,23.1%
2013 Rome R32,L vs Federer,0.96,0.31,32.6,2.0,8.3%,58.3%,13.0%,34.8%,19.0%,15.8%
2012 Roland Garros R128,L vs Djokovic,1.04,0.52,36.1,2.2,3.6%,65.5%,3.9%,47.1%,18.6%,25.0%
2012 Miami R128,L vs Harrison,1.03,0.81,56.4,4.7,5.7%,54.7%,23.5%,78.4%,22.8%,30.2%
2012 Dallas2 CH R32,L vs Muller,0.97,0.63,70.7,2.1,9.8%,80.5%,16.2%,59.5%,14.3%,24.2%
2012 Acapulco R16,L vs Berlocq,0.91,0.54,42.0,2.0,0.0%,53.1%,16.1%,54.8%,30.8%,24.0%
2012 Australian Open R128,L vs Ito,0.82,0.73,34.6,2.2,15.1%,71.7%,2.0%,60.0%,30.0%,30.8%
2011 Basel R32,L vs Federer,0.86,0.64,46.5,2.4,6.1%,69.7%,25.0%,68.8%,25.7%,20.0%
2011 Australian Open R128,L vs Soderling,0.84,0.41,21.5,2.3,0.0%,50.0%,10.5%,60.5%,34.3%,9.1%
2004 Gstaad SF,L vs Federer,0.99,0.69,53.3,2.0,4.2%,68.8%,0.0%,55.0%,22.5%,29.7%
2014 (2 matches),,0.96,0.53,39.6,2.1,8.2%,53.4%,6.0%,58.2%,19.4%,30.2%
2013 (2 matches),,1.01,0.48,43.0,2.2,9.2%,60.0%,22.0%,62.7%,16.7%,20.7%
2012 (5 matches),,0.96,0.66,47.3,2.4,7.3%,65.4%,11.8%,60.5%,23.5%,27.6%
2011 (2 matches),,0.84,0.49,33.2,2.3,2.7%,58.7%,17.1%,64.3%,30.0%,14.3%
2004 (1 matches),,0.99,0.69,53.3,2.0,4.2%,68.8%,0.0%,55.0%,22.5%,29.7%
Career (12 matches),,0.95,0.59,44.0,2.3,6.7%,62.2%,12.1%,60.5%,22.8%,25.2%
