Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-16),675,49,,,,,,,,,,,,
2025,562,70,292,1476,266,1458,296,1394,,,,,,
2024,270,196,231,1518,241,1469,252,1435,231,1392,,,,
2023,576,63,336,1385,370,1284,355,1296,234,1363,,,,
2022,423,104,368,1347,386,1249,379,1257,,,,,,
2021,1370,4,,,,,,,,,,,,
2020,1071,8,,,,,,,,,1984,2,,
