Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2022 Ismaning CH F,L vs Halys,42.6%,53.7%,71.4%,52.6%,45.2%,64.5%,82.4%,62.6%,69.2%,50.0%,-,45.0%,45.0%,54.5%,118
2022 Munich R32,L vs Kecmanovic,11.3%,17.0%,52.3%,18.9%,14.7%,20.6%,55.2%,26.5%,30.8%,47.6%,40.0%,6.3%,12.5%,46.7%,-60
Career (2 matches),,27.1%,35.5%,59.7%,35.9%,29.2%,41.5%,65.2%,43.7%,50.0%,48.7%,40.0%,27.8%,30.6%,50.0%,137
