Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2017,5,5,0,100.0%,10-1,90.9%,68-45,60.2%,2-0,100.0%,0,,,,,,,,,,,,W (Andrezieux Boutheon $60K)
2016,3,2,1,66.7%,4-3,57.1%,37-34,52.1%,0-1,0.0%,0,,,,,,,,,,,,QF (Poitiers $100K)
2015,33,23,10,69.7%,48-23,67.6%,369-270,57.7%,5-2,71.4%,0,,,,,,,,,,,,W (Eastbourne $50K)
2014,32,22,10,68.8%,45-23,66.2%,352-259,57.6%,4-3,57.1%,0,,,,,,,,,,,,F (2x)
2013,44,33,11,75.0%,72-29,71.3%,550-370,59.8%,1-5,16.7%,0,,,,,,,,,,,,W (4x)
2012,22,17,5,77.3%,35-12,74.5%,250-168,59.8%,1-1,50.0%,0,,,,,,,,,,,,W (2x)
2011,28,22,6,78.6%,47-15,75.8%,332-225,59.6%,6-0,100.0%,0,,,,,,,,,,,,W (3x)
2010,2,0,2,0.0%,0-4,0.0%,11-25,30.6%,0-0,-,0,,,,,,,,,,,,R32 (2x)
Career,169,124,45,73.4%,261-110,70.4%,1969-1396,58.5%,19-12,61.3%,0,,,,,,,,,,,,
