Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2023 Wimbledon R128,W vs Stefanini,72.5%,62.0%,5.8%,3/1,2.49,11.8%,82.2%,59.5%,2.2%,2.22,20.0%,61.9%,69.2%,14.3%,2.77,3.8%
2023 Roland Garros R128,L vs Pera,69.9%,49.0%,8.2%,5/1,2.74,8.9%,72.2%,48.7%,1.9%,2.61,14.8%,80.0%,50.0%,33.3%,2.93,0.0%
2023 Australian Open R64,L vs Linette,69.6%,53.1%,1.1%,1/0,2.14,9.6%,70.8%,47.8%,1.5%,2.09,10.5%,72.0%,66.7%,0.0%,2.29,7.1%
2023 Australian Open R128,W vs Grabher,68.8%,57.6%,6.3%,1/2,2.42,7.7%,60.9%,42.9%,8.7%,2.56,6.7%,90.5%,68.4%,4.8%,2.22,9.1%
2022 Ostrava R16,L vs Martincova,73.5%,52.8%,14.3%,4/3,2.40,7.5%,75.0%,46.7%,10.0%,2.50,10.7%,85.7%,83.3%,42.9%,2.18,0.0%
2022 Tallinn F,L vs Krejcikova,56.5%,38.5%,6.5%,2/1,2.53,8.3%,50.0%,50.0%,0.0%,2.47,14.8%,73.7%,28.6%,15.8%,2.60,0.0%
2022 US Open R64,L vs Williams,59.0%,59.3%,14.0%,10/4,2.57,2.9%,54.7%,48.6%,9.4%,2.56,2.6%,80.0%,75.0%,26.7%,2.58,3.4%
2022 Prague QF,L vs Potapova,55.9%,26.3%,8.8%,2/1,2.43,8.3%,54.2%,30.8%,12.5%,2.36,13.6%,66.7%,16.7%,0.0%,2.54,0.0%
2022 Hamburg F,L vs Pera,76.8%,39.5%,3.6%,1/1,2.42,2.6%,73.2%,40.0%,4.9%,2.41,3.7%,92.9%,38.5%,0.0%,2.46,0.0%
2022 Wimbledon R64,L vs Niemeier,66.0%,32.3%,0.0%,0/0,2.47,16.7%,75.0%,27.8%,0.0%,2.59,26.7%,61.9%,38.5%,0.0%,2.27,0.0%
2022 Stuttgart QF,L vs Sabalenka,52.1%,48.6%,12.7%,8/1,2.87,16.9%,50.9%,48.1%,7.5%,2.80,26.3%,83.3%,50.0%,41.7%,3.00,0.0%
2022 Doha F,L vs Swiatek,70.5%,48.4%,6.8%,3/0,2.23,2.5%,67.6%,39.1%,2.9%,2.23,3.3%,80.0%,75.0%,20.0%,2.24,0.0%
2022 Doha SF,W vs Ostapenko,86.4%,55.3%,6.8%,1/2,2.58,3.3%,89.5%,52.9%,10.5%,2.56,0.0%,91.3%,57.1%,4.3%,2.61,7.1%
2022 Doha QF,W vs Jabeur,76.4%,61.8%,2.8%,0/2,2.12,20.7%,69.2%,63.0%,0.0%,2.09,30.0%,90.3%,60.7%,6.5%,2.19,0.0%
2022 Doha R16,W vs Mertens,62.9%,50.0%,2.9%,1/1,2.28,2.0%,61.5%,50.0%,0.0%,2.31,3.4%,74.1%,50.0%,7.4%,2.25,0.0%
2022 Doha R32,W vs Konjuh,73.6%,64.1%,3.8%,0/2,2.48,9.8%,70.6%,58.3%,0.0%,2.39,17.6%,88.2%,73.3%,11.8%,2.60,0.0%
2022 St Petersburg F,W vs Sakkari,72.0%,52.2%,2.4%,1/2,2.25,5.4%,66.7%,48.1%,2.6%,2.19,8.8%,84.4%,57.9%,2.2%,2.36,0.0%
2022 St Petersburg SF,W vs Ostapenko,73.4%,66.0%,10.9%,3/4,2.55,3.7%,75.0%,69.7%,9.1%,2.38,5.9%,77.8%,57.1%,16.7%,2.85,0.0%
2022 St Petersburg QF,W vs Bencic,65.4%,66.7%,14.1%,5/6,2.48,21.4%,65.3%,59.4%,10.2%,2.28,33.3%,79.2%,78.9%,25.0%,2.84,0.0%
2022 St Petersburg R16,W vs Cirstea,68.8%,52.3%,9.4%,3/3,2.75,0.0%,63.2%,45.8%,7.9%,2.76,0.0%,83.3%,60.0%,12.5%,2.71,0.0%
Last 52 Weeks (2 matches),,71.1%,55.4%,7.0%,80.0%,2.61,10.4%,76.8%,53.9%,2.0%,2.42,17.3%,69.4%,60.0%,22.2%,2.84,2.3%
Career (90 matches),,68.9%,53.5%,6.3%,57.5%,2.49,11.1%,68.4%,50.2%,4.4%,2.44,15.6%,80.6%,58.6%,10.9%,2.58,3.5%
