Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,20,10,10,50.0%,25-22,53.2%,227-209,52.1%,1-3,25.0%,20,70.8%,32.7%,4.7%,4.6%,63.8%,67.3%,45.2%,59.3%,41.1%,50.3%,1.01
Clay,13,8,5,61.5%,15-10,60.0%,122-91,57.3%,1-1,50.0%,9,59.5%,44.6%,3.4%,2.7%,64.6%,60.1%,44.4%,54.5%,47.6%,51.0%,1.05
Grass,2,1,1,50.0%,2-2,50.0%,15-20,42.9%,0-0,-,2,64.7%,22.2%,2.6%,5.2%,56.9%,59.1%,50.0%,55.2%,40.3%,47.7%,0.90
Grand Slams,7,3,4,42.9%,8-8,50.0%,74-71,51.0%,0-2,0.0%,7,69.4%,33.3%,3.9%,5.4%,61.6%,66.4%,44.4%,58.0%,42.5%,50.1%,1.01
Premiers,8,2,6,25.0%,7-12,36.8%,90-103,46.6%,1-2,33.3%,8,68.4%,23.5%,5.1%,4.6%,62.8%,66.0%,44.3%,57.9%,37.7%,47.7%,0.90
Internationals,13,10,3,76.9%,19-8,70.4%,136-102,57.1%,1-0,100.0%,13,69.8%,44.1%,4.2%,3.2%,65.4%,64.9%,49.6%,59.6%,46.2%,53.0%,1.14
Finals,2,0,2,0.0%,0-4,0.0%,11-24,31.4%,0-0,-,2,47.1%,16.7%,5.3%,3.5%,62.3%,59.2%,34.9%,50.0%,30.4%,40.7%,0.61
Semi-finals,2,2,0,100.0%,4-0,100.0%,25-16,61.0%,0-0,-,2,71.4%,50.0%,4.0%,2.7%,64.0%,58.3%,57.4%,58.0%,49.1%,54.2%,1.17
Quarter-finals,3,2,1,66.7%,3-3,50.0%,23-24,48.9%,0-0,-,3,72.0%,29.2%,3.3%,3.9%,65.8%,65.0%,51.9%,60.5%,39.9%,50.2%,1.01
vs Righties,28,15,13,53.6%,34-26,56.7%,287-256,52.9%,2-3,40.0%,25,67.1%,35.7%,3.9%,4.2%,62.5%,64.6%,45.9%,57.6%,42.9%,50.3%,1.01
vs Lefties,6,3,3,50.0%,6-8,42.9%,65-63,50.8%,0-1,0.0%,6,70.3%,31.7%,5.8%,4.3%,67.8%,67.0%,42.5%,59.1%,41.8%,50.3%,1.02
