Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,22,13,9,59.1%,2,0,2,0.0%,2015,2023,QF,20,1.07,4.2%,4.8%,62.9%,66.7%,45.3%,58.8%,44.3%,56.7%,49.7%
Roland Garros,10,Clay,19,9,10,47.4%,11,5,6,45.5%,2014,2023,R16,17,1.03,4.1%,4.2%,61.1%,65.2%,44.1%,57.0%,44.3%,45.5%,50.4%
Wimbledon,9,Grass,17,8,9,47.1%,4,1,3,25.0%,2014,2023,R32,17,1.02,5.0%,5.0%,61.5%,65.7%,46.6%,58.3%,42.4%,61.2%,47.5%
US Open,8,Hard,22,14,8,63.6%,6,4,2,66.7%,2019,2022,R16,15,1.11,6.3%,5.8%,58.3%,69.2%,46.3%,59.6%,44.8%,60.0%,46.8%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2021,2021,R64,0,,,,,,,,,,
Fed Cup,9,,26,19,7,73.1%,7,5,2,71.4%,2011,2020,,12,1.23,4.3%,3.5%,65.9%,67.0%,44.2%,59.2%,50.3%,62.6%,53.3%
Rome,6,Clay,18,12,6,66.7%,2,2,0,100.0%,2017,2023,SF,18,1.12,4.4%,4.1%,63.9%,64.1%,47.5%,58.1%,46.9%,48.2%,46.3%
Madrid,5,Clay,10,4,6,40.0%,3,2,1,66.7%,2017,2023,R16,10,0.93,7.2%,4.8%,62.0%,64.1%,46.8%,57.6%,39.4%,57.3%,41.2%
Abu Dhabi,2,Hard,3,1,2,33.3%,1,1,0,100.0%,2021,2023,R16,3,1.02,6.2%,5.0%,59.3%,65.4%,57.1%,62.0%,38.6%,65.2%,40.9%
Ostrava,3,Hard,8,6,2,75.0%,2,1,1,50.0%,2020,2022,W,5,1.03,2.9%,3.7%,64.1%,60.1%,44.0%,54.3%,47.2%,56.8%,55.6%
Cincinnati,7,Hard,15,8,7,53.3%,3,2,1,66.7%,2016,2022,QF,15,1.07,5.2%,3.6%,60.9%,67.0%,46.0%,58.8%,44.1%,58.9%,49.3%
Stuttgart,5,Clay,20,15,5,75.0%,8,5,3,62.5%,2017,2022,F,20,1.08,5.9%,3.6%,62.4%,68.9%,46.8%,60.6%,42.4%,64.0%,40.0%
