Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 Cincinnati R32,W vs Swiatek,45% (5/11),80% (4/5),2/3,55% (6/11),50% (3/6),3/3,0/0,1/1,0/0,0/0
2019 Cincinnati R64,W vs Kerber,54% (7/13),71% (5/7),1/2,25% (3/12),33% (1/3),3/4,1/1,0/0,1/1,0/0
2019 Eastbourne R32,L vs Friedsam,6% (1/16),100% (1/1),0/3,36% (5/14),40% (2/5),1/1,0/0,3/4,0/0,2/3
2019 Eastbourne R64,W vs Dart,27% (4/15),75% (3/4),0/1,24% (4/17),25% (1/4),2/3,2/2,0/2,1/1,0/0
2019 Birmingham R32,L vs Konta,10% (1/10),100% (1/1),0/4,50% (5/10),20% (1/5),0/1,0/0,0/0,0/0,0/0
2019 Rome R64,W vs Barthel,40% (6/15),67% (4/6),2/2,47% (7/15),57% (4/7),3/4,2/2,0/1,1/1,0/0
2019 Madrid R64,L vs Sasnovich,36% (4/11),75% (3/4),0/2,33% (4/12),0% (0/4),2/2,0/0,0/2,0/0,0/1
2019 Stuttgart F,L vs Kvitova,36% (4/11),50% (2/4),1/3,40% (4/10),25% (1/4),1/2,0/0,1/1,0/0,0/0
2019 Stuttgart R16,W vs Pavlyuchenkova,50% (4/8),100% (4/4),0/1,22% (2/9),50% (1/2),3/4,2/2,0/0,1/1,0/0
2019 Stuttgart R32,W vs Garcia,40% (4/10),75% (3/4),0/0,44% (4/9),100% (4/4),2/2,1/1,0/0,0/0,0/0
2019 Miami SF,L vs Barty,44% (4/9),50% (2/4),0/4,56% (5/9),0% (0/5),1/2,0/0,0/1,0/0,0/0
2019 Miami QF,W vs Hsieh,67% (10/15),80% (8/10),3/6,64% (9/14),33% (3/9),5/6,0/0,2/2,0/0,1/1
2019 Miami R32,W vs Tomljanovic,38% (6/16),83% (5/6),3/5,50% (8/16),13% (1/8),2/5,0/2,0/1,0/2,0/0
2019 Miami R64,W vs Anisimova,62% (8/13),63% (5/8),1/5,54% (7/13),29% (2/7),3/4,1/1,0/0,0/0,0/0
2019 Indian Wells R16,L vs Pliskova,53% (8/15),50% (4/8),1/4,33% (5/15),0% (0/5),3/3,1/1,0/1,0/0,0/1
2019 Indian Wells R64,W vs Puig,50% (5/10),80% (4/5),1/2,36% (4/11),25% (1/4),3/4,1/2,1/1,0/1,0/0
2019 Dubai R64,L vs Zhang,45% (5/11),80% (4/5),2/5,60% (6/10),17% (1/6),1/3,0/0,0/0,0/0,0/0
2019 Doha R16,L vs Kerber,33% (3/9),67% (2/3),1/4,80% (8/10),38% (3/8),1/2,0/0,2/3,0/0,2/2
2019 Doha R32,W vs Zhu,60% (6/10),67% (4/6),1/3,64% (7/11),57% (4/7),3/4,1/1,3/3,1/1,0/0
2019 Fed Cup RR,W vs Barbat,63% (5/8),100% (5/5),1/2,33% (3/9),33% (1/3),4/5,2/3,0/0,1/2,0/0
2019 (28 matches),,42.1%,73.9%,31.3%,43.2%,30.7%,69.7%,75.9%,60.6%,66.7%,45.5%
2018 (52 matches),,45.7%,79.6%,33.1%,46.4%,28.6%,66.7%,65.0%,55.0%,57.9%,45.0%
2017 (62 matches),,48.9%,78.2%,38.8%,36.9%,28.8%,74.5%,71.2%,63.8%,68.6%,53.3%
2016 (35 matches),,44.6%,74.6%,34.6%,39.0%,25.8%,74.3%,71.0%,80.6%,75.0%,62.5%
2015 (31 matches),,52.5%,79.9%,41.9%,43.4%,27.7%,72.8%,73.3%,81.5%,76.9%,60.0%
Career (241 matches),,48.0%,78.3%,37.0%,42.6%,27.8%,69.9%,70.9%,65.7%,68.8%,53.2%
