Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,255,157,98,61.6%,338-236,58.9%,2861-2476,53.6%,29-25,53.7%,228,70.4%,37.9%,4.4%,4.6%,62.3%,65.8%,47.0%,58.7%,44.5%,51.6%,1.08
Clay,82,48,34,58.5%,105-82,56.1%,929-834,52.7%,15-10,60.0%,77,69.1%,35.7%,4.9%,4.2%,62.0%,65.8%,46.2%,58.3%,43.9%,51.1%,1.05
Grass,36,20,16,55.6%,44-40,52.4%,408-378,51.9%,3-7,30.0%,36,73.7%,30.7%,5.8%,4.3%,63.1%,67.9%,47.9%,60.5%,41.5%,51.2%,1.05
Grand Slams,70,37,33,52.9%,88-75,54.0%,796-721,52.5%,7-13,35.0%,66,69.3%,36.3%,5.0%,4.9%,60.9%,66.8%,45.7%,58.6%,43.8%,51.2%,1.06
Premiers,145,89,56,61.4%,193-132,59.4%,1654-1468,53.0%,23-13,63.9%,141,70.5%,35.1%,4.3%,4.0%,62.6%,65.6%,47.4%,58.8%,43.4%,51.2%,1.05
Internationals,79,49,30,62.0%,107-73,59.4%,903-749,54.7%,6-11,35.3%,75,72.0%,39.4%,5.1%,5.1%,63.0%,66.7%,47.5%,59.6%,44.9%,52.1%,1.11
Finals,16,6,10,37.5%,13-22,37.1%,156-187,45.5%,2-2,50.0%,15,66.3%,22.0%,3.2%,3.5%,61.8%,63.5%,46.0%,56.8%,38.4%,47.7%,0.89
Semi-finals,22,16,6,72.7%,29-16,64.4%,236-185,56.1%,0-3,0.0%,21,73.8%,37.3%,4.5%,3.8%,62.9%,66.2%,47.6%,59.3%,44.1%,51.9%,1.08
Quarter-finals,35,21,14,60.0%,44-37,54.3%,388-364,51.6%,2-3,40.0%,34,66.3%,37.0%,4.3%,4.0%,61.2%,63.2%,48.0%,57.3%,44.1%,50.7%,1.03
vs Righties,329,197,132,59.9%,427-319,57.2%,3684-3278,52.9%,41-32,56.2%,301,69.9%,36.7%,4.7%,4.5%,62.1%,65.9%,46.5%,58.6%,44.1%,51.4%,1.06
vs Lefties,40,24,16,60.0%,53-39,57.6%,472-403,53.9%,6-10,37.5%,38,74.5%,35.7%,4.5%,4.8%,63.7%,66.5%,49.9%,60.5%,43.3%,51.9%,1.10
vs Top 10,52,21,31,40.4%,53-69,43.4%,547-601,47.6%,8-7,53.3%,50,67.6%,27.9%,4.7%,4.2%,63.6%,64.4%,46.3%,57.8%,39.7%,49.0%,0.94
