Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
2023,,,88,1701,39,1787,96,1616,76,1594,,,,
2022,17,2093,11,1959,5,1939,15,1836,27,1732,,,,
2021,7,4351,3,2074,3,2038,12,1897,13,1796,,,,
2020,23,2330,18,1924,16,1897,15,1812,,,110,817,,
2019,26,1645,20,1927,18,1894,16,1843,24,1747,103,817,,
2018,20,2480,28,1902,35,1826,16,1868,29,1750,820,12,,
2017,34,1535,41,1824,58,1734,28,1796,24,1749,407,130,,
2016,112,556,75,1739,72,1699,94,1618,59,1640,,,,
2015,91,691,76,1744,80,1683,80,1655,46,1665,410,111,,
2014,159,325,132,1626,155,1536,109,1603,105,1548,441,92,,
2013,249,240,,,,,,,,,298,212,,
2012,401,93,,,,,,,,,1072,12,,
2011,568,52,,,,,,,,,971,17,,
