Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2022,3,2,1,66.7%,4-4,50.0%,38-35,52.1%,0-1,0.0%,3,78.4%,25.7%,1.8%,1.8%,61.7%,67.2%,57.6%,63.5%,36.4%,50.2%,1.00,QF (Marbella)
2021,5,3,2,60.0%,7-6,53.8%,65-58,52.8%,0-1,0.0%,5,73.3%,33.9%,2.8%,2.1%,58.7%,65.5%,51.6%,59.7%,43.2%,51.1%,1.07,QF (Heilbronn)
2020,9,7,2,77.8%,14-4,77.8%,106-79,57.3%,3-0,100.0%,8,84.6%,28.6%,7.3%,2.5%,63.1%,75.3%,56.8%,68.5%,41.7%,54.1%,1.32,W (Bendigo)
2019,8,5,3,62.5%,11-7,61.1%,96-78,55.2%,0-1,0.0%,8,76.7%,34.5%,5.1%,3.1%,57.2%,68.4%,53.0%,61.8%,44.7%,52.8%,1.17,SF (Florence)
2014,1,0,1,0.0%,0-2,0.0%,7-13,35.0%,0-1,0.0%,1,77.8%,0.0%,10.3%,1.7%,46.6%,77.8%,48.4%,62.1%,28.4%,44.0%,0.75,R32 (Orleans)
2012,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-0,-,1,81.8%,0.0%,10.3%,4.4%,54.4%,81.1%,48.4%,66.2%,23.7%,46.5%,0.70,R32 (Orleans)
2011,5,4,1,80.0%,8-2,80.0%,59-37,61.5%,0-1,0.0%,5,91.5%,33.3%,11.5%,3.0%,59.9%,76.4%,62.0%,70.6%,43.3%,55.5%,1.47,F (Istanbul)
2006,5,3,2,60.0%,6-2,75.0%,46-31,59.7%,0-1,0.0%,0,,,,,,,,,,,,QF (Wroclaw)
2005,17,13,4,76.5%,28-9,75.7%,203-136,59.9%,3-3,50.0%,0,,,,,,,,,,,,W (Reunion Island)
2004,46,28,18,60.9%,63-45,58.3%,561-479,53.9%,11-7,61.1%,0,,,,,,,,,,,,W (Hilversum)
2003,30,16,14,53.3%,37-33,52.9%,347-317,52.3%,3-5,37.5%,0,,,,,,,,,,,,W (Tumkur)
2002,14,5,9,35.7%,12-18,40.0%,136-168,44.7%,4-3,57.1%,0,,,,,,,,,,,,QF (Yokohama)
2001,5,1,4,20.0%,3-8,27.3%,43-60,41.7%,0-0,-,0,,,,,,,,,,,,R16 (Eckental)
2000,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,0,,,,,,,,,,,,R32 (Eckental)
Career,150,87,63,58.0%,193-144,57.3%,1722-1516,53.2%,24-24,50.0%,31,80.6%,29.7%,6.0%,2.6%,59.4%,71.2%,54.9%,64.6%,41.7%,52.5%,1.18,
