Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,448,237,211,52.9%,596-527,53.1%,5698-5370,51.5%,95-114,45.5%,425,82.4%,21.0%,7.8%,2.9%,59.7%,73.0%,53.6%,65.2%,36.4%,50.7%,1.04
Clay,322,180,142,55.9%,433-357,54.8%,3978-3687,51.9%,62-58,51.7%,305,78.3%,25.4%,5.4%,2.4%,61.6%,69.1%,53.9%,63.3%,39.1%,51.0%,1.06
Grass,101,60,41,59.4%,151-113,57.2%,1400-1306,51.7%,36-21,63.2%,100,86.5%,16.7%,10.2%,2.8%,60.6%,76.9%,54.9%,68.3%,34.2%,51.0%,1.08
Carpet,11,5,6,45.5%,10-11,47.6%,105-98,51.7%,1-2,33.3%,11,84.0%,20.0%,7.2%,2.7%,57.1%,71.6%,55.3%,64.6%,33.9%,49.6%,0.96
Grand Slams,146,78,68,53.4%,268-242,52.5%,2575-2447,51.3%,46-39,54.1%,144,82.1%,20.6%,7.8%,2.9%,59.9%,73.0%,53.7%,65.3%,36.5%,50.8%,1.05
Masters,181,87,94,48.1%,204-208,49.5%,2042-1997,50.6%,29-47,38.2%,177,79.6%,22.2%,6.7%,2.6%,60.8%,70.4%,53.1%,63.6%,37.1%,50.2%,1.02
Other Tours,520,297,223,57.1%,656-507,56.4%,5975-5479,52.2%,114-93,55.1%,509,81.9%,22.6%,7.3%,2.7%,60.5%,72.3%,54.2%,65.2%,37.3%,51.0%,1.07
Best of 5,170,92,78,54.1%,318-282,53.0%,3040-2864,51.5%,50-50,50.0%,148,81.9%,20.7%,7.7%,2.8%,60.0%,72.9%,53.5%,65.1%,36.5%,50.7%,1.05
Best of 3,712,390,322,54.8%,872-726,54.6%,8141-7597,51.7%,144-145,49.8%,693,81.4%,22.4%,7.1%,2.7%,60.6%,71.8%,54.0%,64.8%,37.2%,50.8%,1.06
Finals,20,8,12,40.0%,21-27,43.8%,243-264,47.9%,8-7,53.3%,20,79.1%,16.3%,7.2%,1.8%,65.9%,69.0%,53.0%,63.5%,34.3%,49.2%,0.94
Semi-finals,41,18,23,43.9%,43-49,46.7%,464-452,50.7%,5-14,26.3%,41,83.4%,19.7%,7.0%,2.4%,62.0%,73.2%,53.7%,65.8%,35.7%,50.3%,1.04
Quarter-finals,95,41,54,43.2%,98-105,48.3%,994-1027,49.2%,20-16,55.6%,89,79.6%,18.6%,6.9%,2.2%,61.1%,70.5%,53.9%,64.0%,35.0%,49.4%,0.97
vs Righties,764,409,355,53.5%,1007-888,53.1%,9640-9100,51.4%,165-180,47.8%,732,81.4%,21.7%,7.1%,2.7%,60.7%,71.8%,53.9%,64.8%,36.8%,50.7%,1.05
vs Lefties,117,72,45,61.5%,180-120,60.0%,1523-1356,52.9%,29-15,65.9%,109,82.0%,23.9%,8.2%,3.1%,59.1%,73.9%,53.4%,65.5%,38.4%,51.7%,1.11
vs Top 10,135,27,108,20.0%,101-245,29.2%,1501-1915,43.9%,16-36,30.8%,123,73.8%,14.8%,6.2%,2.5%,59.9%,67.8%,50.0%,60.7%,32.5%,46.8%,0.83
