Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2019 Vienna R32,L vs Sinner,70.3%,48.1%,4.1%,0/3,2.53,6.7%,59.1%,38.5%,0.0%,2.45,14.3%,89.7%,57.7%,10.3%,2.60,0.0%
2019 Hamburg R32,L vs Fucsovics,73.1%,39.5%,9.6%,3/2,2.45,3.3%,63.6%,38.1%,12.1%,2.33,5.6%,94.4%,41.2%,5.6%,2.63,0.0%
2019 Wimbledon R128,L vs Djokovic,56.6%,37.2%,9.2%,4/3,2.42,9.5%,52.0%,30.8%,6.0%,2.23,20.7%,73.9%,47.1%,17.4%,2.57,0.0%
2019 Roland Garros R128,W vs Haase,68.0%,56.3%,8.6%,7/4,2.31,10.7%,50.8%,58.1%,1.6%,2.27,17.4%,88.9%,55.4%,15.9%,2.36,1.9%
2019 Indian Wells R16,L vs Monfils,65.0%,30.8%,0.0%,0/0,2.13,2.6%,57.7%,40.0%,0.0%,2.20,3.7%,91.7%,18.2%,0.0%,1.96,0.0%
2019 Indian Wells R32,W vs Djokovic,71.4%,50.0%,5.4%,1/2,2.34,0.0%,67.6%,48.0%,8.1%,2.31,0.0%,93.8%,53.3%,0.0%,2.41,0.0%
2019 Auckland SF,L vs Sandgren,48.9%,39.1%,6.4%,2/1,1.98,26.2%,33.3%,18.2%,3.0%,2.04,40.0%,85.7%,58.3%,14.3%,1.88,5.9%
2018 Stockholm R32,W vs De Minaur,79.5%,49.4%,0.9%,1/0,1.87,1.3%,78.6%,40.0%,1.4%,1.72,0.0%,87.2%,64.7%,0.0%,2.04,2.6%
2018 US Open R32,W vs Zverev,71.8%,54.8%,1.7%,2/0,2.37,8.7%,69.3%,57.7%,1.3%,2.28,11.4%,91.4%,50.0%,2.9%,2.56,2.9%
2018 Roland Garros R128,L vs Coric,60.7%,40.0%,4.7%,1/4,2.02,7.3%,56.3%,27.8%,3.1%,1.98,12.0%,70.7%,55.2%,7.3%,2.08,0.0%
2018 Munich F,L vs Zverev,54.9%,50.0%,3.9%,1/1,2.32,2.4%,57.9%,54.5%,2.6%,2.52,3.8%,75.0%,33.3%,12.5%,1.97,0.0%
2018 Munich SF,W vs Marterer,80.0%,57.5%,2.0%,0/1,2.27,0.0%,79.4%,70.4%,0.0%,2.07,0.0%,86.7%,30.8%,6.7%,2.72,0.0%
2018 Munich QF,W vs Bautista Agut,69.1%,47.4%,0.0%,0/0,2.50,7.9%,70.3%,46.2%,0.0%,2.54,13.0%,80.0%,50.0%,0.0%,2.43,0.0%
2018 Munich R16,W vs Zverev,78.1%,62.0%,3.1%,0/2,2.13,6.1%,79.5%,54.8%,0.0%,2.05,18.2%,82.6%,73.7%,8.7%,2.17,0.0%
2018 Munich R32,W vs Karlovic,54.7%,48.6%,0.0%,0/0,2.18,71.4%,51.0%,46.2%,0.0%,2.00,76.2%,90.0%,55.6%,0.0%,2.71,57.1%
2018 Davis Cup World Group QF RR,L vs Ferrer,76.0%,47.5%,6.0%,3/8,2.08,4.3%,74.6%,48.2%,5.3%,2.10,5.9%,85.7%,46.3%,7.9%,2.06,1.9%
2018 Indian Wells QF,L vs Del Potro,71.4%,46.7%,3.6%,1/2,2.14,14.3%,61.4%,40.0%,3.5%,2.05,15.7%,92.6%,56.0%,3.7%,2.32,11.5%
2018 Rotterdam R16,L vs Federer,58.8%,32.5%,4.4%,2/1,-,23.9%,47.8%,22.7%,4.3%,-,25.0%,81.8%,44.4%,4.5%,-,22.2%
2017 Kitzbuhel F,W vs Sousa,71.7%,55.3%,7.5%,2/2,-,0.0%,65.6%,57.1%,12.5%,-,0.0%,94.4%,52.9%,0.0%,-,0.0%
2017 Kitzbuhel SF,W vs Fognini,66.2%,51.0%,2.6%,1/1,-,7.5%,73.8%,54.8%,2.4%,-,15.8%,74.1%,45.0%,3.7%,-,0.0%
Career (45 matches),,66.9%,48.6%,3.8%,48.5%,2.21,14.6%,62.6%,45.1%,2.8%,2.15,18.7%,81.0%,53.3%,5.9%,2.31,8.8%
