Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2021 US Open R64,L vs Andujar,100.1,110.4,10.0,115.8,103.2,142,88,85.7,6.5,88.2,83.8,98,69
2021 US Open R128,W vs Cilic,98.6,105.0,14.6,111.4,104.6,128,65,91.4,6.3,89.2,93.3,106,71
2021 Wimbledon R128,L vs Shapovalov,103.2,108.9,10.9,110.7,105.6,124,62,93.9,7.0,94.8,91.1,103,64
2019 Wimbledon R128,L vs Djokovic,106.3,113.9,8.3,118.1,107.3,127,97,97.6,4.9,101.6,95.1,111,83
2019 Roland Garros R64,L vs Mahut,103.3,108.8,9.7,,,121,83,91.0,4.9,,,103,83
2019 Roland Garros R128,W vs Haase,101.0,107.1,10.3,,,122,85,91.5,7.4,,,106,65
2018 US Open R16,L vs Nishikori,107.1,113.1,8.8,118.1,108.4,124,83,95.1,5.0,96.5,95.3,109,88
2018 US Open R32,W vs Zverev,106.5,112.9,8.1,117.4,105.0,125,94,91.6,5.4,89.3,93.3,104,78
2018 Wimbledon R32,L vs Anderson,109.5,115.0,7.9,119.8,108.6,125,97,100.1,4.5,104.0,97.4,107,88
2017 US Open R16,L vs Federer,103.3,111.0,13.1,115.1,100.5,128,70,92.4,6.3,103.0,98.0,103,73
2017 US Open R32,W vs Millman,101.5,109.1,10.7,117.4,102.9,125,86,90.8,4.0,94.7,89.1,98,83
2017 US Open R64,W vs Giraldo,99.3,104.0,13.1,118.0,96.3,125,77,92.7,5.5,91.0,96.0,101,77
2017 Wimbledon R128,L vs Cilic,105.8,111.6,7.3,114.5,107.9,124,97,94.0,5.2,98.0,89.0,104,83
2017 Roland Garros R128,L vs Kyrgios,101.1,107.6,11.5,,,125,83,92.6,4.6,,,103,81
2017 Australian Open R32,L vs Monfils,103.2,110.7,11.2,118.2,105.7,128,80,88.2,7.7,94.0,79.7,104,77
2017 Australian Open R64,W vs Young,104.6,111.5,9.4,119.1,106.5,126,95,95.3,4.5,98.0,95.4,106,87
2016 US Open R128,L vs Mahut,101.5,112.0,7.7,,,126,97,90.8,7.4,,,105,72
2016 Roland Garros R128,L vs Almagro,101.2,108.9,12.5,,,124,78,91.2,6.8,,,107,77
2016 Australian Open R128,L vs Nishikori,108.1,113.8,8.9,,,125,87,94.3,3.7,,,101,86
2015 US Open R32,L vs Federer,103.7,111.3,9.9,,,123,83,89.4,6.6,,,105,77
Career (55 matches),,104.7,111.0,9.6,116.2,105.3,142,62,92.8,6.1,94.6,92.4,114,61
