Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2019 Vienna R32,L vs Sinner,25.8%,33.9%,42.2%,28.2%,43.2%,51.4%,47.6%,47.3%,47.4%,38.9%,75.0%,0.0%,8.3%,37.5%,-118
2019 Hamburg R32,L vs Fucsovics,17.1%,22.0%,43.3%,22.7%,28.0%,32.0%,44.4%,37.2%,41.7%,61.5%,66.7%,0.0%,8.3%,41.7%,-118
2019 Wimbledon R128,L vs Djokovic,34.0%,37.0%,33.3%,36.1%,44.2%,50.0%,31.0%,48.3%,52.2%,37.9%,20.0%,24.4%,24.4%,35.3%,16
2019 Roland Garros R128,W vs Haase,18.5%,33.1%,58.7%,25.6%,21.6%,36.4%,66.7%,33.8%,47.4%,68.0%,25.0%,14.8%,29.5%,48.1%,-55
2019 Indian Wells R16,L vs Monfils,13.0%,19.6%,30.8%,18.9%,12.9%,22.6%,33.3%,21.6%,31.3%,46.7%,66.7%,14.3%,14.3%,25.0%,22
2019 Indian Wells R32,W vs Djokovic,17.9%,23.9%,57.4%,24.6%,22.9%,29.2%,59.5%,32.3%,32.0%,47.8%,50.0%,5.6%,11.1%,52.9%,-60
2019 Auckland SF,L vs Sandgren,25.4%,32.2%,45.2%,30.0%,30.6%,38.9%,52.0%,38.1%,41.2%,47.4%,33.3%,19.0%,23.8%,35.3%,53
2018 Stockholm R32,W vs De Minaur,23.6%,39.6%,54.4%,34.7%,32.8%,55.7%,65.9%,52.1%,43.3%,19.4%,0.0%,11.6%,18.6%,42.1%,-12
2018 US Open R32,W vs Zverev,20.7%,25.2%,53.8%,27.0%,23.9%,29.3%,57.1%,33.2%,37.2%,38.8%,50.0%,15.0%,17.5%,47.1%,27
2018 Roland Garros R128,L vs Coric,24.1%,38.4%,54.9%,32.0%,27.5%,47.8%,66.0%,40.3%,50.0%,48.7%,50.0%,20.0%,25.0%,37.5%,27
2018 Munich F,L vs Zverev,16.7%,24.1%,50.0%,22.0%,21.2%,24.2%,50.0%,30.0%,37.5%,52.9%,100.0%,11.1%,27.8%,50.0%,-2
2018 Munich SF,W vs Marterer,33.3%,48.9%,66.7%,41.3%,34.4%,53.1%,61.9%,45.6%,31.3%,43.8%,50.0%,30.8%,38.5%,77.8%,-79
2018 Munich QF,W vs Bautista Agut,25.0%,42.3%,68.4%,34.4%,32.4%,47.1%,65.2%,46.8%,25.0%,72.2%,-,11.8%,35.3%,73.3%,4
2018 Munich R16,W vs Zverev,26.7%,42.2%,63.6%,31.1%,47.6%,66.7%,63.6%,57.1%,87.5%,61.5%,100.0%,8.3%,20.8%,63.6%,-79
2018 Munich R32,W vs Karlovic,50.0%,66.1%,60.7%,59.5%,47.5%,65.0%,66.7%,60.8%,29.4%,34.8%,-,56.3%,68.8%,42.9%,-79
2018 Davis Cup World Group QF RR,L vs Ferrer,22.3%,35.6%,50.3%,29.2%,25.8%,38.3%,46.1%,36.6%,39.6%,34.7%,28.6%,16.9%,32.3%,57.4%,-12
2018 Indian Wells QF,L vs Del Potro,14.9%,29.8%,54.5%,23.6%,17.7%,30.6%,56.9%,31.0%,34.4%,73.3%,100.0%,10.3%,31.0%,50.0%,-29
2018 Rotterdam R16,L vs Federer,24.2%,36.3%,56.7%,31.6%,28.6%,46.4%,50.0%,40.7%,45.8%,28.1%,75.0%,18.2%,21.2%,66.7%,7
2017 Kitzbuhel F,W vs Sousa,21.5%,30.8%,51.0%,29.1%,24.4%,35.6%,52.9%,35.3%,26.3%,46.2%,60.0%,15.0%,20.0%,47.1%,-79
2017 Kitzbuhel SF,W vs Fognini,24.1%,37.0%,62.5%,32.0%,29.6%,48.1%,78.9%,45.6%,25.0%,46.7%,-,19.2%,26.9%,47.6%,-23
Career (45 matches),,26.2%,38.4%,52.6%,33.4%,32.4%,46.6%,56.6%,43.9%,41.1%,48.3%,58.5%,17.0%,26.4%,47.0%,-6
