Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,16,Hard,39,23,16,59.0%,20,10,10,50.0%,2005,2022,R16,38,1.11,8.4%,2.7%,61.0%,73.5%,53.4%,65.6%,38.2%,68.4%,39.3%
Roland Garros,19,Clay,37,18,19,48.6%,22,10,12,45.5%,2004,2022,R16,34,1.02,4.9%,2.3%,60.4%,70.0%,53.8%,63.6%,37.2%,58.4%,42.1%
Wimbledon,17,Grass,31,14,17,45.2%,22,16,6,72.7%,2005,2022,QF,31,1.01,10.5%,2.9%,61.2%,75.8%,54.0%,67.3%,33.0%,62.2%,36.2%
US Open,19,Hard,50,31,19,62.0%,27,13,14,48.1%,2003,2021,R16,44,1.05,7.5%,3.5%,57.5%,73.1%,53.8%,64.9%,36.9%,68.0%,42.0%
Olympics,2,,3,1,2,33.3%,0,0,0,-,2016,2021,R32,1,1.64,10.6%,3.0%,60.6%,82.5%,65.4%,75.8%,39.8%,80.0%,28.6%
Davis Cup,13,,35,20,15,57.1%,21,5,16,23.8%,2007,2020,,11,1.01,5.7%,1.4%,64.2%,70.6%,54.9%,65.0%,35.4%,64.3%,39.3%
Munich,17,Clay,49,35,14,71.4%,20,12,8,60.0%,2002,2022,W,49,1.21,6.4%,1.5%,66.4%,71.3%,60.2%,67.6%,39.3%,61.9%,40.0%
Halle,16,Grass,48,33,15,68.8%,27,15,12,55.6%,2005,2021,W,47,1.17,10.0%,2.3%,62.4%,78.2%,57.8%,70.6%,34.5%,69.4%,38.0%
Indian Wells Masters,16,Hard,38,22,16,57.9%,9,3,6,33.3%,2006,2022,QF,37,1.04,5.4%,2.8%,62.0%,70.2%,50.4%,62.6%,38.7%,62.4%,42.4%
Stuttgart,14,Grass,30,16,14,53.3%,8,3,5,37.5%,2004,2019,F,29,1.08,7.6%,3.1%,58.0%,73.6%,54.4%,65.5%,37.2%,67.3%,42.4%
Kitzbuhel,13,Clay,30,19,11,63.3%,8,5,3,62.5%,2005,2020,W,30,1.12,7.1%,3.5%,58.5%,71.8%,54.3%,64.5%,39.7%,59.4%,40.4%
Rotterdam,13,Hard,27,14,13,51.9%,12,8,4,66.7%,2007,2022,SF,27,0.98,7.1%,2.2%,60.4%,72.4%,55.9%,65.9%,33.4%,54.8%,40.0%
Auckland,12,Hard,39,28,11,71.8%,17,12,5,70.6%,2004,2019,W,38,1.13,7.8%,3.3%,59.4%,73.5%,56.8%,66.7%,37.8%,68.1%,45.0%
Monte Carlo Masters,12,Clay,31,19,12,61.3%,10,7,3,70.0%,2007,2019,QF,31,1.07,3.7%,2.2%,62.0%,66.2%,54.7%,61.8%,40.8%,57.1%,45.3%
Hamburg,12,Clay,27,15,12,55.6%,4,2,2,50.0%,2009,2021,SF,27,1.07,5.5%,2.4%,61.3%,69.4%,50.9%,62.2%,40.5%,58.4%,42.9%
Metz,11,Hard,27,15,12,55.6%,11,6,5,54.5%,2004,2021,F,26,1.01,7.6%,2.6%,59.1%,74.4%,54.0%,66.1%,34.4%,64.5%,46.9%
Dubai,11,Hard,23,12,11,52.2%,5,4,1,80.0%,2004,2020,SF,23,1.02,6.0%,4.2%,58.0%,72.8%,52.2%,64.1%,36.8%,62.3%,39.8%
Cincinnati Masters,11,Hard,22,11,11,50.0%,18,8,10,44.4%,2007,2019,QF,21,1.03,10.9%,2.6%,60.1%,75.8%,56.9%,68.3%,32.6%,62.0%,38.0%
Dusseldorf,10,Clay,28,17,11,60.7%,9,6,3,66.7%,2002,2014,W,28,1.12,5.3%,2.5%,63.5%,69.9%,52.9%,63.7%,40.7%,56.9%,41.1%
Rome Masters,10,Clay,23,13,10,56.5%,7,3,4,42.9%,2009,2019,R16,22,1.04,5.2%,1.9%,62.2%,68.5%,52.6%,62.5%,39.1%,63.8%,45.3%
Doha,8,Hard,18,8,10,44.4%,16,6,10,37.5%,2007,2018,QF,18,1.07,6.3%,2.2%,64.1%,72.8%,54.2%,66.1%,36.4%,56.6%,40.2%
Madrid Masters,10,Clay,17,7,10,41.2%,8,3,5,37.5%,2008,2019,R16,16,1.06,5.7%,1.7%,65.7%,70.1%,55.3%,65.0%,37.0%,61.1%,36.9%
