Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2019 Vienna R32,L vs Sinner,0.0%,-,7.4%,50.0%,17.4%,26.7%,20.0%,6.8%,20.0%,1.4%,33.3%,-47,-30
2019 Hamburg R32,L vs Fucsovics,0.0%,-,10.8%,50.0%,16.9%,8.0%,7.7%,4.4%,11.1%,0.6%,100.0%,-48,-29
2019 Wimbledon R128,L vs Djokovic,5.5%,100.0%,14.2%,56.0%,10.2%,20.0%,0.0%,2.1%,0.0%,1.8%,20.0%,-89,-37
2019 Roland Garros R128,W vs Haase,1.4%,50.0%,12.2%,79.4%,16.7%,25.0%,16.7%,10.0%,40.0%,1.4%,66.7%,-6,-23
2019 Indian Wells R16,L vs Monfils,0.0%,-,12.8%,18.2%,5.0%,2.6%,11.1%,6.1%,50.0%,1.5%,0.0%,-43,-62
2019 Indian Wells R32,W vs Djokovic,0.0%,-,2.4%,66.7%,10.6%,15.0%,11.1%,4.9%,16.7%,1.6%,20.0%,-79,-73
2019 Auckland SF,L vs Sandgren,0.0%,-,10.4%,54.5%,5.2%,14.3%,25.0%,14.3%,40.0%,1.4%,0.0%,-62,-61
2018 Stockholm R32,W vs De Minaur,0.0%,-,11.9%,65.4%,13.2%,13.8%,10.0%,9.3%,16.7%,1.2%,50.0%,-49,-42
2018 US Open R32,W vs Zverev,0.0%,-,13.1%,75.8%,11.7%,14.0%,27.8%,10.8%,50.0%,2.4%,27.3%,-13,-16
2018 Roland Garros R128,L vs Coric,0.9%,100.0%,8.2%,88.9%,17.0%,16.7%,14.3%,11.1%,23.1%,2.6%,12.5%,24,8
2018 Munich F,L vs Zverev,0.0%,-,13.3%,64.3%,10.8%,16.7%,0.0%,4.3%,0.0%,2.9%,60.0%,-24,-48
2018 Munich SF,W vs Marterer,0.0%,-,1.1%,100.0%,12.7%,25.0%,5.3%,9.4%,16.7%,2.4%,50.0%,7,4
2018 Munich QF,W vs Bautista Agut,0.0%,-,4.7%,60.0%,15.5%,13.9%,13.6%,6.8%,16.7%,0.9%,100.0%,-38,-25
2018 Munich R16,W vs Zverev,0.0%,-,3.7%,100.0%,23.3%,35.0%,12.5%,21.2%,14.3%,2.3%,0.0%,8,13
2018 Munich R32,W vs Karlovic,2.0%,100.0%,4.2%,60.0%,38.6%,53.3%,33.3%,14.3%,25.0%,1.1%,0.0%,88,58
2018 Davis Cup World Group QF RR,L vs Ferrer,0.0%,-,8.9%,66.7%,15.0%,25.7%,15.8%,10.2%,35.5%,1.7%,25.0%,-8,-3
2018 Indian Wells QF,L vs Del Potro,1.1%,100.0%,14.0%,64.0%,17.9%,19.4%,5.9%,16.3%,47.8%,2.9%,22.2%,3,-26
2018 Rotterdam R16,L vs Federer,0.0%,-,5.7%,55.6%,22.3%,27.6%,20.0%,7.0%,0.0%,0.5%,0.0%,-39,-23
2017 Kitzbuhel F,W vs Sousa,0.0%,-,5.9%,100.0%,19.3%,30.0%,11.1%,6.7%,14.3%,2.6%,0.0%,45,20
2017 Kitzbuhel SF,W vs Fognini,0.0%,-,4.6%,100.0%,15.3%,17.2%,25.0%,8.3%,0.0%,2.3%,75.0%,18,39
Career (45 matches),,0.7%,78.3%,9.1%,68.2%,15.2%,18.9%,14.3%,9.9%,28.0%,1.9%,33.0%,0,2
