Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2019 Biella CH R16,L vs Lorenzi,59.0%,36.1%,1.6%,1/0,2.24,13.8%,79.2%,26.3%,0.0%,2.29,21.1%,89.5%,47.1%,5.3%,2.15,0.0%
2018 Montevideo CH F,L vs Pella,59.8%,50.0%,0.0%,0/0,2.24,7.1%,77.8%,40.0%,0.0%,2.26,11.8%,89.5%,70.6%,0.0%,2.21,0.0%
2018 Banja Luka CH F,L vs Giannessi,90.3%,39.2%,2.7%,2/1,2.25,10.0%,94.5%,37.7%,2.7%,2.24,15.7%,91.7%,42.4%,2.8%,2.27,0.0%
2018 Panama City CH F,W vs Rola,79.2%,66.7%,3.8%,2/0,2.21,4.4%,81.5%,59.1%,0.0%,2.37,4.3%,83.3%,75.0%,8.3%,2.05,4.5%
2017 Buenos Aires R32,W vs Kovalik,87.2%,55.9%,1.3%,0/1,2.56,0.0%,86.0%,51.0%,1.8%,2.46,0.0%,90.5%,68.4%,0.0%,2.68,0.0%
2015 Montevideo CH R32,W vs Acosta,85.7%,66.7%,0.0%,0/0,1.81,16.7%,93.5%,58.6%,0.0%,1.86,28.6%,92.9%,84.6%,0.0%,1.75,0.0%
2015 Porto Alegre CH SF,L vs Schwartzman,85.5%,42.6%,0.9%,0/1,2.39,1.3%,85.1%,46.0%,1.4%,2.36,2.2%,93.9%,35.5%,0.0%,2.42,0.0%
2015 Casablanca R16,L vs Almagro,69.2%,31.1%,1.5%,1/0,1.95,7.1%,64.7%,27.3%,2.9%,1.84,14.3%,79.3%,34.8%,0.0%,2.05,0.0%
2015 Casablanca R32,W vs Carreno Busta,84.3%,47.5%,2.9%,3/1,2.23,9.7%,77.6%,44.1%,0.0%,2.00,16.7%,96.7%,50.8%,6.6%,2.54,0.0%
2013 Bastad F,W vs Verdasco,86.5%,54.7%,1.4%,1/0,2.29,9.8%,86.4%,55.3%,2.3%,2.43,13.8%,96.3%,53.8%,0.0%,1.96,0.0%
2012 Rome R32,L vs Federer,77.8%,33.3%,0.0%,0/0,2.33,0.0%,73.5%,24.0%,0.0%,2.43,0.0%,85.0%,47.1%,0.0%,2.00,0.0%
Career (11 matches),,79.8%,47.1%,1.6%,71.4%,2.24,6.9%,82.9%,43.7%,1.2%,2.23,11.3%,90.8%,52.4%,2.6%,2.27,0.4%
