Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2019,12,3,9,25.0%,9-19,32.1%,129-148,46.6%,4-1,80.0%,12,70.3%,20.9%,4.7%,3.0%,63.6%,63.0%,53.8%,59.6%,37.1%,48.8%,0.92,R16 (2x)
2018,39,26,13,66.7%,59-36,62.1%,497-424,54.0%,9-7,56.3%,39,73.2%,34.8%,2.8%,2.8%,64.1%,64.8%,52.6%,60.4%,43.1%,51.8%,1.09,W (Panama City)
2017,24,15,9,62.5%,34-21,61.8%,286-235,54.9%,3-2,60.0%,24,73.8%,36.3%,2.5%,2.9%,64.5%,65.2%,52.4%,60.7%,43.7%,51.9%,1.11,W (Rio De Janeiro)
2016,47,34,13,72.3%,74-29,71.8%,547-383,58.8%,3-5,37.5%,45,78.1%,38.4%,3.6%,3.4%,67.7%,68.3%,51.6%,62.9%,45.4%,53.9%,1.22,W (Blois)
2015,37,26,11,70.3%,55-26,67.9%,431-324,57.1%,8-4,66.7%,29,76.4%,39.4%,2.9%,3.0%,69.6%,66.9%,52.9%,62.7%,45.8%,54.0%,1.23,W (Sao Paulo)
2014,5,5,0,100.0%,10-2,83.3%,67-35,65.7%,0-0,-,5,82.4%,49.0%,5.3%,2.9%,69.9%,68.6%,51.5%,63.5%,48.5%,55.7%,1.33,W (Porto Alegre)
2012,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-1,0.0%,1,63.6%,20.0%,2.5%,7.6%,65.8%,61.5%,40.7%,54.4%,35.4%,45.8%,0.78,R32 (Braunschweig)
2011,31,28,3,90.3%,57-13,81.4%,402-228,63.8%,5-5,50.0%,31,81.6%,45.9%,2.9%,2.5%,69.1%,69.6%,56.5%,65.6%,48.0%,56.5%,1.39,W (5x)
2010,79,57,22,72.2%,119-53,69.2%,918-633,59.2%,7-8,46.7%,79,80.7%,37.3%,5.1%,3.0%,64.9%,71.6%,53.3%,65.2%,44.6%,54.7%,1.28,W (3x)
2009,28,17,11,60.7%,36-29,55.4%,316-287,52.4%,4-4,50.0%,0,,,,,,,,,,,,F (Genova)
2008,22,14,8,63.6%,29-22,56.9%,244-229,51.6%,5-0,100.0%,0,,,,,,,,,,,,F (Zagreb)
2007,43,27,16,62.8%,58-36,61.7%,480-395,54.9%,6-2,75.0%,0,,,,,,,,,,,,W (2x)
2006,42,28,14,66.7%,62-32,66.0%,503-381,56.9%,6-6,50.0%,0,,,,,,,,,,,,W (Naples)
2005,69,49,20,71.0%,101-57,63.9%,802-677,54.2%,9-8,52.9%,0,,,,,,,,,,,,W (3x)
2004,25,14,11,56.0%,33-26,55.9%,281-262,51.7%,3-0,100.0%,0,,,,,,,,,,,,F (Manta)
2003,7,1,6,14.3%,4-12,25.0%,67-86,43.8%,0-2,0.0%,0,,,,,,,,,,,,R16 (Leon)
2002,11,6,5,54.5%,13-13,50.0%,125-131,48.8%,6-2,75.0%,0,,,,,,,,,,,,QF (2x)
Career,522,350,172,67.0%,753-428,63.8%,6104-4871,55.6%,78-57,57.8%,265,77.5%,37.5%,3.7%,3.0%,66.2%,68.0%,53.0%,63.0%,44.6%,53.6%,1.20,
