Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,12,3,9,25.0%,13,6,7,46.2%,2006,2019,R64,12,0.87,5.5%,4.0%,59.3%,66.7%,45.2%,58.0%,36.4%,51.1%,39.2%
Roland Garros,14,Clay,26,12,14,46.2%,6,2,4,33.3%,2005,2019,R64,19,0.95,3.1%,1.6%,68.5%,63.0%,51.5%,59.4%,38.6%,58.7%,33.0%
Wimbledon,10,Grass,10,0,10,0.0%,5,1,4,20.0%,2003,2019,R128,9,0.70,6.4%,3.0%,61.5%,68.5%,43.7%,58.9%,28.8%,57.8%,27.3%
US Open,11,Hard,16,5,11,31.3%,7,3,4,42.9%,2004,2019,R64,15,0.88,4.2%,4.1%,62.6%,62.9%,48.9%,57.7%,37.3%,47.3%,43.4%
Olympics,1,,1,0,1,0.0%,1,0,1,0.0%,2012,2012,R64,1,0.80,6.0%,7.1%,52.4%,79.5%,45.0%,63.1%,29.5%,50.0%,20.0%
Davis Cup,5,,13,7,6,53.8%,3,1,2,33.3%,2012,2017,,2,1.04,4.0%,1.6%,61.1%,64.9%,54.1%,60.7%,40.7%,60.7%,40.7%
Buenos Aires,12,Clay,21,10,11,47.6%,5,1,4,20.0%,2006,2019,SF,21,1.06,4.2%,2.2%,66.0%,67.5%,48.9%,61.2%,41.2%,55.1%,47.0%
Umag,10,Clay,22,12,10,54.5%,6,2,4,33.3%,2006,2019,SF,20,1.05,3.0%,2.8%,63.9%,64.9%,48.8%,59.1%,43.0%,54.7%,51.0%
Miami Masters,9,Hard,14,5,9,35.7%,5,2,3,40.0%,2006,2018,R32,14,0.92,4.1%,4.8%,59.3%,66.4%,43.3%,57.0%,39.7%,55.9%,44.0%
Hamburg,9,Clay,13,4,9,30.8%,8,4,4,50.0%,2011,2019,R16,12,0.94,2.4%,3.4%,66.9%,64.9%,47.2%,59.0%,38.7%,62.3%,39.1%
Sao Paulo,6,Clay,14,8,6,57.1%,3,2,1,66.7%,2012,2019,QF,14,1.03,5.4%,4.8%,56.2%,72.4%,49.3%,62.3%,38.9%,60.6%,35.5%
Estoril,5,Clay,12,8,4,66.7%,4,2,2,50.0%,2006,2017,W,12,1.13,3.0%,2.8%,69.4%,65.7%,51.1%,61.2%,43.8%,48.6%,52.6%
