Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2019 Biella CH R16,L vs Lorenzi,0.0%,-,10.7%,69.2%,4.5%,9.3%,0.0%,2.8%,11.1%,2.2%,33.3%,-118,-99
2018 Montevideo CH F,L vs Pella,0.0%,-,11.0%,66.7%,8.9%,12.5%,11.8%,3.2%,0.0%,1.4%,0.0%,-80,-96
2018 Banja Luka CH F,L vs Giannessi,0.9%,100.0%,19.7%,68.2%,8.0%,16.9%,4.0%,4.9%,3.2%,1.9%,36.4%,-110,-97
2018 Panama City CH F,W vs Rola,0.0%,-,10.5%,90.9%,5.7%,0.0%,8.3%,3.3%,6.3%,4.7%,38.5%,-127,-116
2017 Buenos Aires R32,W vs Kovalik,3.2%,50.0%,11.3%,75.0%,12.5%,10.7%,11.8%,7.7%,50.0%,5.2%,25.0%,-97,-69
2015 Montevideo CH R32,W vs Acosta,11.8%,50.0%,18.8%,75.0%,17.4%,30.8%,10.0%,10.7%,40.0%,1.3%,0.0%,-35,-6
2015 Porto Alegre CH SF,L vs Schwartzman,0.0%,-,5.3%,72.7%,7.7%,15.1%,10.0%,2.5%,17.4%,2.4%,38.5%,-143,-131
2015 Casablanca R16,L vs Almagro,0.0%,-,5.6%,62.5%,7.9%,11.1%,6.7%,6.2%,33.3%,2.0%,20.0%,-92,-70
2015 Casablanca R32,W vs Carreno Busta,0.0%,-,14.0%,69.4%,11.2%,9.5%,7.7%,7.6%,35.5%,1.3%,28.6%,-98,-93
2013 Bastad F,W vs Verdasco,0.0%,-,10.6%,71.4%,11.7%,15.2%,14.3%,5.5%,12.5%,0.9%,33.3%,-113,-89
2012 Rome R32,L vs Federer,2.3%,100.0%,3.0%,66.7%,9.2%,12.0%,0.0%,6.5%,42.9%,1.1%,50.0%,-99,-68
Career (11 matches),,1.0%,62.5%,11.3%,71.1%,9.2%,13.4%,8.4%,5.0%,18.9%,2.2%,30.1%,-106,-92
