Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2019,507,57,260,1478,187,1510,218,1465,235,1381,694,47,,
2018,139,411,132,1643,112,1623,104,1619,,,275,180,,
2017,112,540,114,1673,116,1624,89,1658,154,1486,310,183,97,1572
2016,95,617,72,1750,103,1638,50,1745,,,581,90,,
2015,111,530,90,1715,100,1640,71,1710,,,79,995,75,1635
2014,72,700,59,1780,84,1672,36,1790,130,1531,171,450,101,1549
2013,41,1020,43,1827,48,1751,34,1798,106,1568,171,420,83,1620
2012,66,720,75,1735,110,1616,47,1753,136,1512,84,955,91,1599
2011,60,801,50,1808,103,1629,35,1801,105,1559,71,1087,84,1619
2010,66,725,83,1721,137,1566,65,1712,,,80,994,,
2009,255,174,156,1600,173,1513,124,1591,,,443,115,,
2008,157,275,173,1588,187,1487,133,1587,190,1434,123,480,108,1544
2007,85,474,151,1602,212,1473,116,1607,170,1469,93,595,112,1516
2006,132,346,113,1656,157,1526,88,1645,141,1487,215,261,126,1366
2005,79,502,98,1697,140,1558,69,1690,,,164,325,,
2004,209,200,291,1416,233,1436,304,1343,,,426,94,,
2003,307,107,,,,,,,,,215,221,,
2002,297,94,,,,,,,,,490,68,,
2001,661,21,,,,,,,,,559,56,,
2000,953,6,,,,,,,,,739,30,,
