Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2007 Madrid R64,L vs Nalbandian,65.6%,52.4%,3.1%,2/1,2.86,13.8%,58.8%,53.3%,0.0%,2.63,31.6%,80.5%,51.5%,7.3%,2.97,5.1%
2006 Washington F,W vs Murray,76.1%,54.9%,4.5%,0/3,1.91,4.1%,65.7%,52.2%,2.9%,1.62,7.7%,93.3%,57.1%,6.7%,2.24,0.0%
2005 US Open R64,W vs Murray,63.1%,48.5%,3.2%,3/2,1.90,8.9%,51.2%,50.0%,1.2%,1.82,18.0%,93.4%,47.4%,6.6%,1.98,0.0%
2004 Davis Cup World Group SF RR,L vs Nadal,71.1%,42.2%,3.3%,2/1,2.22,2.1%,81.8%,40.0%,3.6%,2.00,5.3%,90.5%,47.4%,4.8%,2.38,0.0%
2004 Roland Garros R128,L vs Santoro,73.8%,53.3%,0.9%,1/1,2.20,55.6%,59.8%,48.4%,0.0%,2.06,67.0%,87.5%,56.2%,1.7%,2.33,44.2%
2004 Davis Cup World Group QF RR,L vs Federer,63.9%,34.0%,4.8%,2/2,2.17,36.2%,57.4%,37.1%,4.9%,2.25,19.4%,90.0%,27.8%,5.0%,2.12,50.0%
2003 Monte Carlo R64,W vs Gonzalez,67.8%,55.0%,3.4%,2/0,2.31,11.1%,71.9%,47.8%,3.1%,2.70,10.7%,85.0%,64.7%,5.0%,1.79,11.8%
2001 Rome R64,L vs Luzzi,73.6%,49.3%,1.1%,1/0,1.85,17.0%,70.0%,42.9%,0.0%,1.87,25.0%,86.7%,53.8%,2.2%,1.83,4.8%
2001 Australian Open F,L vs Agassi,67.9%,52.7%,3.7%,1/2,2.12,1.5%,60.4%,46.9%,0.0%,2.11,3.1%,85.2%,60.9%,11.1%,2.12,0.0%
2001 Australian Open SF,W vs Grosjean,71.8%,45.5%,8.3%,10/3,2.16,11.0%,59.5%,36.2%,7.6%,2.07,21.3%,90.3%,52.3%,9.7%,2.25,0.0%
2000 Lyon F,W vs Rafter,49.4%,56.4%,5.1%,1/3,2.11,66.2%,49.1%,50.0%,5.7%,1.93,53.7%,68.4%,69.2%,5.3%,2.35,83.3%
2000 Cincinnati SF,L vs Enqvist,51.2%,27.3%,11.6%,3/2,2.02,2.2%,31.6%,33.3%,15.8%,2.00,6.3%,84.2%,25.0%,10.5%,2.03,0.0%
1999 Roland Garros R64,L vs Agassi,68.6%,52.1%,9.5%,8/5,2.45,1.5%,78.9%,43.3%,5.3%,2.48,2.5%,81.0%,67.6%,21.4%,2.40,0.0%
Career (13 matches),,67.8%,49.1%,4.5%,59.0%,2.18,21.3%,62.0%,44.9%,3.2%,2.11,25.7%,87.0%,53.3%,6.9%,2.25,16.8%
