Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2007 Madrid R64,L vs Nalbandian,25.3%,31.3%,44.8%,29.0%,45.7%,60.0%,47.4%,54.6%,43.8%,52.6%,50.0%,11.4%,11.4%,43.6%,-3
2006 Washington F,W vs Murray,16.4%,31.1%,63.3%,24.1%,18.8%,40.6%,61.5%,33.4%,69.2%,36.8%,66.7%,14.8%,22.2%,65.2%,25
2005 US Open R64,W vs Murray,24.9%,35.5%,55.3%,30.7%,34.4%,50.5%,57.4%,45.1%,44.7%,34.5%,20.0%,13.9%,18.1%,53.2%,1
2004 Davis Cup World Group SF RR,L vs Nadal,8.2%,14.8%,31.9%,9.0%,17.4%,21.7%,21.1%,19.6%,72.7%,33.3%,0.0%,3.4%,13.8%,39.3%,-81
2004 Roland Garros R128,L vs Santoro,14.5%,27.4%,53.4%,23.2%,21.5%,37.2%,61.1%,38.3%,57.1%,39.7%,23.1%,7.7%,18.3%,45.8%,-40
2004 Davis Cup World Group QF RR,L vs Federer,22.8%,39.1%,49.3%,28.5%,38.0%,54.0%,51.6%,48.4%,70.8%,53.8%,40.0%,5.0%,22.5%,47.4%,-66
2003 Monte Carlo R64,W vs Gonzalez,23.8%,31.7%,51.1%,29.0%,31.7%,39.0%,53.6%,39.8%,33.3%,55.0%,33.3%,10.5%,21.1%,47.1%,-18
2001 Rome R64,L vs Luzzi,19.2%,32.1%,54.7%,26.0%,30.4%,45.7%,62.5%,42.0%,40.0%,73.1%,100.0%,4.5%,18.2%,42.9%,-84
2001 Australian Open F,L vs Agassi,20.0%,30.0%,44.6%,23.4%,31.9%,42.6%,40.6%,38.5%,63.6%,52.0%,40.0%,8.3%,19.4%,48.5%,-41
2001 Australian Open SF,W vs Grosjean,22.2%,35.6%,51.4%,28.2%,30.9%,49.1%,50.0%,41.6%,76.0%,45.0%,20.0%,11.4%,19.0%,52.9%,0
2000 Lyon F,W vs Rafter,24.2%,36.8%,52.1%,28.1%,31.7%,40.0%,56.1%,37.8%,50.0%,58.8%,100.0%,11.8%,32.4%,46.7%,-36
2000 Cincinnati SF,L vs Enqvist,29.2%,34.7%,33.3%,31.4%,42.9%,50.0%,37.5%,48.6%,64.3%,50.0%,50.0%,23.7%,28.9%,31.0%,107
1999 Roland Garros R64,L vs Agassi,18.0%,26.4%,40.7%,22.1%,23.3%,34.0%,45.6%,30.4%,31.3%,69.1%,44.4%,12.5%,18.8%,33.9%,9
Career (13 matches),,20.4%,31.4%,49.1%,25.8%,29.7%,43.3%,52.1%,39.8%,54.1%,50.1%,42.2%,10.9%,19.7%,46.1%,-9
