Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,351,178,173,50.7%,446-447,49.9%,4314-4292,50.1%,66-59,52.8%,336,76.6%,23.0%,6.7%,3.5%,57.0%,70.8%,50.7%,62.2%,37.9%,50.1%,1.00
Clay,120,49,71,40.8%,147-180,45.0%,1548-1652,48.4%,24-28,46.2%,110,68.7%,27.5%,4.7%,3.6%,55.5%,66.4%,47.3%,57.9%,40.4%,49.2%,0.96
Grass,93,50,43,53.8%,137-122,52.9%,1284-1233,51.0%,19-19,50.0%,92,80.2%,21.7%,6.6%,3.4%,58.0%,73.1%,50.8%,63.7%,37.3%,50.7%,1.03
Carpet,82,41,41,50.0%,98-97,50.3%,987-976,50.3%,20-18,52.6%,76,78.3%,21.8%,6.7%,3.2%,56.4%,72.2%,50.5%,62.7%,37.3%,50.3%,1.00
Grand Slams,117,62,55,53.0%,229-210,52.2%,2161-2132,50.3%,36-26,58.1%,117,76.3%,23.8%,5.9%,3.3%,57.6%,70.5%,49.6%,61.6%,38.7%,50.2%,1.01
Masters,137,55,82,40.1%,135-185,42.2%,1482-1608,48.0%,19-34,35.8%,136,72.8%,23.3%,6.3%,3.9%,55.0%,69.3%,49.3%,60.3%,37.9%,49.2%,0.95
Other Tours,371,189,182,50.9%,431-419,50.7%,4147-4078,50.4%,67-55,54.9%,361,76.9%,23.4%,6.5%,3.4%,57.1%,71.0%,50.6%,62.3%,38.1%,50.3%,1.01
Best of 5,129,70,59,54.3%,253-231,52.3%,2399-2356,50.5%,40-31,56.3%,117,76.3%,23.8%,5.9%,3.3%,57.6%,70.5%,49.6%,61.6%,38.7%,50.2%,1.01
Best of 3,517,248,269,48.0%,575-615,48.3%,5734-5797,49.7%,89-93,48.9%,497,75.8%,23.4%,6.5%,3.5%,56.5%,70.5%,50.2%,61.7%,38.0%,50.0%,0.99
Finals,11,4,7,36.4%,12-16,42.9%,129-145,47.1%,3-1,75.0%,11,73.5%,19.4%,5.9%,3.1%,57.1%,68.3%,51.3%,61.0%,36.0%,49.1%,0.92
Semi-finals,23,11,12,47.8%,27-27,50.0%,260-271,49.0%,7-4,63.6%,23,80.3%,17.2%,6.0%,3.4%,57.8%,72.4%,53.4%,64.4%,36.3%,50.1%,1.02
Quarter-finals,48,23,25,47.9%,60-60,50.0%,594-608,49.4%,11-10,52.4%,47,79.0%,19.7%,7.1%,2.5%,57.6%,72.1%,52.1%,63.6%,36.4%,50.1%,1.00
vs Righties,553,266,287,48.1%,700-732,48.9%,6937-7003,49.8%,115-104,52.5%,525,75.4%,23.7%,6.2%,3.5%,56.4%,70.3%,49.8%,61.4%,38.3%,50.0%,0.99
vs Lefties,93,52,41,55.9%,128-114,52.9%,1196-1150,51.0%,14-20,41.2%,89,79.3%,22.4%,6.7%,3.2%,59.4%,71.6%,51.3%,63.3%,37.9%,50.5%,1.03
vs Top 10,82,18,64,22.0%,51-149,25.5%,800-1115,41.8%,15-12,55.6%,78,67.5%,15.5%,5.3%,3.8%,54.6%,66.8%,46.6%,57.6%,34.4%,46.3%,0.81
