Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,14,Hard,27,13,14,48.1%,12,10,2,83.3%,1998,2012,F,27,1.00,4.3%,2.7%,59.0%,68.3%,50.7%,61.1%,38.9%,56.7%,37.8%
Roland Garros,15,Clay,26,11,15,42.3%,14,7,7,50.0%,1997,2012,R16,26,0.99,5.1%,3.1%,55.1%,67.8%,47.2%,58.6%,40.9%,59.2%,37.0%
Wimbledon,16,Grass,37,21,16,56.8%,22,13,9,59.1%,1997,2012,QF,33,1.02,7.5%,3.3%,57.6%,73.4%,50.0%,63.5%,37.2%,62.4%,39.5%
US Open,14,Hard,37,23,14,62.2%,20,9,11,45.0%,1998,2011,QF,33,1.01,6.0%,3.9%,58.3%,71.1%,50.1%,62.3%,37.9%,58.8%,38.4%
Olympics,2,,4,2,2,50.0%,3,2,1,66.7%,2000,2004,R32,0,,,,,,,,,,
Davis Cup,8,,21,12,9,57.1%,16,7,9,43.8%,2000,2010,,0,,,,,,,,,,
Marseille,15,Hard,34,20,14,58.8%,7,5,2,71.4%,1997,2012,W,34,1.08,9.2%,4.0%,55.0%,75.3%,50.3%,64.1%,39.0%,62.4%,41.0%
Miami Masters,15,Hard,28,13,15,46.4%,8,2,6,25.0%,1998,2012,R32,28,0.99,6.0%,4.4%,56.2%,69.9%,49.6%,61.0%,38.5%,48.3%,40.2%
Lyon,13,Hard,32,20,12,62.5%,14,10,4,71.4%,1997,2009,W,32,1.06,7.1%,2.7%,60.3%,73.6%,49.1%,63.9%,38.3%,66.0%,34.4%
Paris Masters,12,Hard,22,10,12,45.5%,12,6,6,50.0%,1997,2010,R16,20,0.93,6.2%,3.3%,54.4%,70.9%,50.1%,61.4%,36.0%,61.4%,47.8%
Monte Carlo Masters,12,Clay,17,5,12,29.4%,6,3,3,50.0%,1998,2012,R16,16,0.88,4.3%,4.2%,56.0%,62.9%,46.0%,55.5%,39.1%,52.2%,31.8%
Cincinnati Masters,11,Hard,21,10,11,47.6%,9,4,5,44.4%,1998,2010,SF,21,0.99,9.5%,3.5%,56.2%,72.5%,50.2%,62.7%,36.8%,60.6%,32.2%
Canada Masters,11,Hard,20,9,11,45.0%,8,3,5,37.5%,1998,2010,QF,20,1.02,6.5%,2.7%,57.8%,70.9%,52.7%,63.2%,37.5%,57.7%,44.6%
Indian Wells Masters,10,Hard,17,7,10,41.2%,4,0,4,0.0%,2000,2010,R16,17,0.93,5.6%,3.8%,52.5%,69.2%,48.4%,59.3%,37.9%,60.7%,44.7%
