Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2012 Roland Garros R64,L vs Goffin,45% (9/20),78% (7/9),1/7,55% (12/22),33% (4/12),3/6,1/1,3/4,0/0,0/1
2012 Roland Garros R64,L vs Goffin,45% (9/20),78% (7/9),1/7,55% (12/22),33% (4/12),3/6,1/1,3/4,0/0,0/1
2012 Bordeaux CH R32,W vs De Voest,40% (4/10),50% (2/4),0/1,27% (3/11),67% (2/3),2/2,1/1,2/2,1/1,0/0
2012 Miami R64,L vs Raonic,10% (1/10),100% (1/1),0/2,30% (3/10),0% (0/3),1/1,0/0,1/2,0/0,0/1
2012 Cherbourg CH QF,L vs Schoorel,10% (1/10),100% (1/1),0/3,64% (7/11),43% (3/7),1/1,0/0,0/1,0/0,0/1
2012 Cherbourg CH R16,W vs Fischer,42% (5/12),100% (5/5),3/3,33% (4/12),25% (1/4),2/3,0/0,0/0,0/0,0/0
2012 Marseille R32,L vs Mahut,30% (3/10),33% (1/3),0/3,33% (3/9),0% (0/3),0/1,0/0,0/0,0/0,0/0
2012 Bergamo CH SF,L vs Kudryavtsev,10% (1/10),0% (0/1),0/3,40% (4/10),25% (1/4),0/0,0/0,0/0,0/0,0/0
2012 Bergamo CH QF,W vs Kravchuk,56% (5/9),80% (4/5),1/1,22% (2/9),50% (1/2),2/2,0/0,0/0,0/0,0/0
2012 Quimper CH R32,W vs Carreno Busta,50% (4/8),100% (4/4),0/1,22% (2/9),50% (1/2),3/4,2/2,0/0,1/1,0/0
2011 Orleans CH F,L vs Llodra,10% (1/10),100% (1/1),0/3,56% (5/9),20% (1/5),1/1,0/0,2/3,0/0,1/1
2011 Orleans CH SF,W vs Berankis,50% (5/10),80% (4/5),0/1,11% (1/9),0% (0/1),2/2,0/0,0/0,0/0,0/0
2011 Orleans CH QF,W vs Menendez Maceiras,50% (4/8),75% (3/4),0/0,11% (1/9),100% (1/1),3/3,2/2,0/0,1/1,0/0
2011 Orleans CH R16,W vs Hajek,33% (3/9),67% (2/3),0/0,10% (1/10),100% (1/1),1/1,1/1,0/0,1/1,0/0
2011 Orleans CH R32,W vs Lopez,36% (4/11),75% (3/4),1/1,27% (3/11),67% (2/3),3/3,2/2,1/1,1/1,0/0
2011 Rennes CH R16,L vs Mahut,0% (0/9),- (0/0),0/2,33% (3/9),0% (0/3),0/0,0/0,1/2,0/0,0/1
2011 Metz R16,L vs Mahut,20% (3/15),67% (2/3),1/2,40% (6/15),50% (3/6),2/2,1/1,2/3,0/0,1/1
2011 Metz R32,W vs Llodra,44% (4/9),75% (3/4),1/1,30% (3/10),67% (2/3),3/3,2/2,0/0,1/1,0/0
2011 St. Remy CH F,L vs Roger Vasselin,22% (2/9),50% (1/2),0/3,50% (5/10),20% (1/5),1/1,0/0,0/1,0/0,0/1
2011 St. Remy CH SF,W vs Lacko,53% (8/15),88% (7/8),3/4,33% (5/15),20% (1/5),5/6,1/1,0/0,1/1,0/0
2012 (10 matches),,35.3%,76.2%,19.4%,41.6%,32.7%,65.4%,100.0%,69.2%,100.0%,0.0%
2011 (15 matches),,35.8%,71.9%,27.3%,29.1%,30.2%,92.3%,93.3%,66.7%,100.0%,66.7%
2007 (1 matches),,33.3%,60.0%,0.0%,33.3%,0.0%,100.0%,-,100.0%,-,100.0%
2006 (1 matches),,40.0%,100.0%,50.0%,30.0%,33.3%,75.0%,100.0%,-,100.0%,-
2005 (1 matches),,43.5%,60.0%,0.0%,21.7%,40.0%,75.0%,0.0%,66.7%,-,-
Career (35 matches),,34.4%,72.5%,20.9%,36.8%,31.0%,80.6%,88.9%,76.2%,100.0%,60.0%
