Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2012 Roland Garros R64,L vs Goffin,61% (14/23),50% (7/14),2/2,0/0,65% (15/23),6/9,0/1,25% (1/4),20% (1/5)
2012 Roland Garros R64,L vs Goffin,61% (14/23),50% (7/14),2/2,0/0,65% (15/23),6/9,0/1,25% (1/4),20% (1/5)
2012 Bordeaux CH R32,W vs De Voest,71% (10/14),18% (2/11),2/2,1/1,67% (2/3),1/1,0/0,75% (3/4),80% (4/5)
2012 Miami R64,L vs Raonic,50% (7/14),100% (1/1),0/0,0/0,57% (4/7),6/8,4/5,63% (5/8),25% (2/8)
2012 Cherbourg CH QF,L vs Schoorel,58% (7/12),100% (1/1),0/0,0/0,64% (7/11),1/3,1/2,- (0/0),- (0/0)
2012 Cherbourg CH R16,W vs Fischer,75% (9/12),56% (5/9),2/6,1/1,50% (3/6),0/0,0/0,- (0/0),- (0/0)
2012 Marseille R32,L vs Mahut,86% (6/7),25% (1/4),0/0,0/0,40% (2/5),1/3,0/1,- (0/0),- (0/0)
2012 Bergamo CH SF,L vs Kudryavtsev,78% (7/9),0% (0/1),0/0,0/0,57% (4/7),2/4,0/1,- (0/0),- (0/0)
2012 Bergamo CH QF,W vs Kravchuk,53% (8/15),57% (4/7),2/3,1/2,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2012 Quimper CH R32,W vs Carreno Busta,62% (8/13),67% (4/6),2/2,1/1,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2011 Orleans CH F,L vs Llodra,38% (5/13),50% (1/2),0/0,0/0,67% (8/12),3/5,0/1,- (0/0),- (0/0)
2011 Orleans CH SF,W vs Berankis,89% (8/9),44% (4/9),2/4,1/2,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2011 Orleans CH QF,W vs Menendez Maceiras,60% (9/15),75% (3/4),2/4,1/3,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2011 Orleans CH R16,W vs Hajek,77% (10/13),67% (2/3),2/3,1/2,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2011 Orleans CH R32,W vs Lopez,91% (10/11),43% (3/7),2/2,1/1,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2011 Rennes CH R16,L vs Mahut,67% (6/9),- (0/0),0/0,0/0,0% (0/3),0/2,0/1,- (0/0),- (0/0)
2011 Metz R16,L vs Mahut,50% (12/24),40% (2/5),1/3,0/0,75% (9/12),2/4,0/1,- (0/0),- (0/0)
2011 Metz R32,W vs Llodra,64% (9/14),50% (3/6),2/2,1/1,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2011 St. Remy CH F,L vs Roger Vasselin,67% (6/9),33% (1/3),0/0,0/0,43% (3/7),0/2,0/1,- (0/0),- (0/0)
2011 St. Remy CH SF,W vs Lacko,55% (11/20),70% (7/10),2/4,1/1,50% (4/8),0/1,0/0,40% (2/5),20% (1/5)
2012 (10 matches),,63.4%,47.1%,70.6%,80.0%,61.1%,62.2%,45.5%,50.0%,34.8%
2011 (15 matches),,59.9%,43.0%,50.0%,50.0%,58.0%,42.3%,25.0%,48.4%,41.9%
2007 (1 matches),,76.9%,33.3%,33.3%,-,28.6%,33.3%,0.0%,-,-
2006 (1 matches),,80.0%,50.0%,100.0%,100.0%,50.0%,-,-,80.0%,60.0%
2005 (1 matches),,55.6%,31.6%,50.0%,25.0%,66.7%,66.7%,-,72.7%,33.3%
Career (35 matches),,60.7%,42.3%,53.3%,47.2%,60.5%,52.0%,40.0%,57.7%,41.3%
