Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2007 Madrid R64,L vs Nalbandian,4.1,4.2,4.0,50.5%,41.9%,47.1%,38.9%,43.2%,15.0%,-6.0,-5.5,13.0,9.3
2006 Washington F,W vs Murray,5.1,4.8,5.4,57.1%,40.0%,75.0%,50.0%,46.4%,6.8%,0.0,0.0,12.0,8.8
2005 US Open R64,W vs Murray,5.0,5.2,4.8,53.2%,55.7%,51.2%,49.0%,49.3%,5.2%,18.5,5.8,-0.5,-0.2
2004 Davis Cup World Group SF RR,L vs Nadal,5.1,5.0,5.1,44.3%,40.0%,26.1%,43.5%,57.2%,6.7%,2.5,1.5,-9.0,-7.4
2004 Roland Garros R128,L vs Santoro,6.3,6.3,6.3,46.2%,52.2%,54.4%,48.6%,55.8%,3.6%,24.5,3.9,8.0,1.6
2004 Davis Cup World Group QF RR,L vs Federer,3.8,4.4,3.1,44.2%,35.1%,40.0%,53.3%,50.6%,9.8%,5.0,4.2,-8.0,-7.6
2003 Monte Carlo R64,W vs Gonzalez,4.3,4.3,4.2,58.5%,46.4%,53.3%,57.1%,43.7%,7.2%,10.5,12.8,-4.0,-3.9
2001 Rome R64,L vs Luzzi,4.4,4.0,4.7,46.9%,55.3%,46.7%,50.0%,68.1%,3.1%,1.5,0.7,3.0,3.3
2001 Australian Open F,L vs Agassi,4.6,4.4,4.8,43.7%,36.6%,45.5%,66.7%,47.2%,5.6%,10.0,6.4,-3.0,-1.8
2001 Australian Open SF,W vs Grosjean,5.5,5.4,5.6,51.1%,50.9%,50.0%,44.8%,48.0%,5.9%,21.5,5.7,-1.0,-0.3
2000 Lyon F,W vs Rafter,3.4,4.5,2.0,51.2%,43.3%,50.0%,72.7%,48.8%,11.2%,13.5,13.2,10.5,11.4
2000 Cincinnati SF,L vs Enqvist,3.2,3.5,2.8,41.7%,25.0%,70.0%,22.2%,45.9%,5.0%,-6.0,-9.2,-14.5,-19.1
1999 Roland Garros R64,L vs Agassi,4.5,5.1,3.7,51.1%,45.8%,51.5%,29.4%,50.2%,12.6%,13.5,4.9,-2.5,-1.0
Career (13 matches),,4.8,5.0,4.7,49.2%,46.4%,50.8%,47.3%,51.2%,7.0%,8.4,4.0,0.3,0.2
