Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2012,13,7,6,53.8%,16-13,55.2%,151-137,52.4%,1-1,50.0%,12,78.8%,25.0%,5.8%,3.2%,61.5%,71.6%,47.2%,62.2%,38.6%,50.5%,1.02,SF (Bergamo)
2011,22,12,10,54.5%,27-21,56.3%,241-223,51.9%,1-4,20.0%,22,78.6%,24.9%,7.3%,3.5%,56.0%,71.5%,53.4%,63.6%,38.6%,51.2%,1.06,F (2x)
2010,13,6,7,46.2%,16-16,50.0%,168-162,50.9%,4-4,50.0%,13,87.0%,14.4%,5.7%,2.4%,59.4%,74.8%,54.7%,66.6%,35.5%,50.6%,1.06,SF (Cherbourg)
2009,17,11,6,64.7%,20-12,62.5%,168-133,55.8%,4-2,66.7%,0,,,,,,,,,,,,W (Cherbourg)
2008,7,5,2,71.4%,11-5,68.8%,97-74,56.7%,0-3,0.0%,0,,,,,,,,,,,,SF (Bordeaux)
2005,11,7,4,63.6%,14-8,63.6%,116-91,56.0%,0-3,0.0%,0,,,,,,,,,,,,SF (Orleans)
2004,6,4,2,66.7%,9-5,64.3%,76-55,58.0%,2-1,66.7%,0,,,,,,,,,,,,F (Aix En Provence)
2003,4,2,2,50.0%,5-4,55.6%,50-39,56.2%,0-2,0.0%,0,,,,,,,,,,,,R16 (2x)
1998,12,7,5,58.3%,11-13,45.8%,111-103,51.9%,3-1,75.0%,0,,,,,,,,,,,,SF (Cherbourg)
1997,25,13,12,52.0%,25-26,49.0%,227-225,50.2%,5-4,55.6%,0,,,,,,,,,,,,F (Reunion Island)
1996,2,1,1,50.0%,2-2,50.0%,18-17,51.4%,0-0,-,0,,,,,,,,,,,,R16 (Reunion Island)
Career,132,75,57,56.8%,156-125,55.5%,1423-1259,53.1%,20-25,44.4%,47,81.2%,21.7%,6.4%,3.1%,58.5%,72.5%,52.2%,64.1%,37.6%,50.8%,1.05,
