Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2007 Madrid R64,L vs Nalbandian,6.5%,60.0%,10.1%,55.6%,9.6%,24.0%,0.0%,9.6%,22.7%,0.0%,-,-60,-49
2006 Washington F,W vs Murray,6.7%,75.0%,17.2%,72.7%,7.1%,4.5%,33.3%,10.3%,13.8%,0.4%,100.0%,-47,-54
2005 US Open R64,W vs Murray,1.9%,100.0%,14.1%,73.9%,9.2%,14.8%,33.3%,6.1%,22.5%,0.1%,100.0%,-61,-55
2004 Davis Cup World Group SF RR,L vs Nadal,6.8%,0.0%,16.6%,36.0%,4.3%,9.7%,0.0%,6.5%,25.0%,1.0%,0.0%,-85,-103
2004 Roland Garros R128,L vs Santoro,9.8%,72.7%,34.1%,69.6%,9.1%,19.3%,8.0%,7.0%,5.9%,0.4%,60.0%,-41,-47
2004 Davis Cup World Group QF RR,L vs Federer,14.9%,76.9%,16.0%,64.3%,11.7%,6.5%,0.0%,9.6%,20.0%,0.0%,-,-39,-35
2003 Monte Carlo R64,W vs Gonzalez,13.3%,50.0%,21.3%,57.7%,7.1%,11.8%,0.0%,5.5%,25.0%,1.5%,66.7%,-89,-63
2001 Rome R64,L vs Luzzi,12.3%,77.8%,24.3%,70.7%,10.2%,7.5%,14.3%,8.5%,30.8%,0.0%,-,39,61
2001 Australian Open F,L vs Agassi,2.4%,50.0%,5.8%,50.0%,14.5%,21.4%,14.3%,6.9%,26.7%,0.3%,0.0%,-22,-4
2001 Australian Open SF,W vs Grosjean,6.5%,83.3%,12.9%,68.9%,11.4%,9.7%,13.3%,4.4%,19.4%,0.0%,-,-87,-69
2000 Lyon F,W vs Rafter,10.9%,70.0%,20.1%,65.7%,15.7%,18.8%,11.1%,14.5%,30.0%,0.0%,-,33,-10
2000 Cincinnati SF,L vs Enqvist,2.9%,100.0%,7.0%,50.0%,6.5%,8.8%,0.0%,3.5%,9.1%,0.0%,-,32,47
1999 Roland Garros R64,L vs Agassi,1.2%,50.0%,6.3%,65.0%,9.8%,7.9%,17.2%,6.5%,16.0%,1.2%,57.1%,-42,-45
Career (13 matches),,6.8%,69.8%,17.0%,65.8%,9.8%,13.0%,11.2%,7.0%,14.4%,0.4%,52.4%,-45,-41
