Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2012,295,153,133,1635,117,1604,143,1564,98,1592,271,245,,
2011,152,342,116,1668,107,1624,122,1595,74,1617,79,986,57,1684
2010,78,627,113,1660,104,1618,106,1612,67,1615,61,1307,62,1652
2009,63,667,84,1712,70,1679,96,1656,55,1645,72,1070,35,1729
2008,93,480,103,1695,99,1639,107,1633,46,1697,29,1470,9,1834
2007,54,620,52,1779,56,1723,60,1699,28,1737,14,2780,18,1802
2006,42,845,34,1838,31,1802,49,1731,38,1704,28,1425,36,1691
2005,69,558,73,1758,53,1725,67,1699,47,1685,86,651,25,1732
2004,106,413,77,1746,63,1712,71,1701,46,1695,31,1530,39,1693
2003,31,1065,23,1878,32,1799,41,1795,18,1779,194,236,,
2002,38,925,31,1881,34,1807,44,1782,21,1768,39,1315,44,1668
2001,17,1475,47,1840,30,1823,67,1729,44,1692,40,1330,,
2000,18,1360,14,1950,17,1888,54,1756,34,1728,116,520,,
1999,56,805,81,1764,56,1756,119,1641,79,1611,657,46,,
1998,104,460,120,1689,101,1641,149,1583,93,1576,238,256,,
1997,94,520,127,1678,124,1617,189,1532,89,1586,223,276,,
1996,341,98,,,,,,,,,453,94,,
1995,651,,,,,,,,,,,,,
