Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2023 Oeiras CH F,L vs Fils,0.0%,-,2.9%,50.0%,8.3%,3.4%,0.0%,6.3%,10.0%,0.4%,100.0%,-89,-66
2016 Stockton CH R32,W vs Fratangelo,7.4%,71.4%,21.1%,75.0%,12.8%,25.6%,27.3%,3.9%,20.0%,0.0%,-,-30,-18
Career (2 matches),,4.8%,71.4%,13.4%,72.7%,11.0%,16.2%,21.4%,4.7%,15.0%,0.2%,100.0%,-54,-38
