Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-16),976,18,,,,,,,,,,,,
2025,724,43,,,,,,,,,,,,
2024,328,153,199,1558,171,1538,207,1490,178,1479,,,,
2023,145,428,184,1571,154,1548,209,1481,159,1486,,,,
2022,341,145,,,,,,,,,,,,
2021,627,44,,,,,,,,,,,,
2018,303,115,214,1518,204,1481,234,1454,,,263,187,,
2017,278,183,174,1572,171,1522,183,1507,135,1512,346,162,,
2016,195,283,212,1517,208,1474,222,1441,,,529,100,,
2015,381,114,,,,,,,,,688,72,,
2014,379,112,,,,,,,,,,,,
2013,363,117,,,,,,,,,518,104,,
2012,563,49,,,,,,,,,397,148,,
2011,915,10,,,,,,,,,904,30,,
2010,1304,2,,,,,,,,,,,,
