Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2023 Oeiras CH F,L vs Fils,34.5%,40.0%,34.3%,38.4%,41.0%,48.7%,30.4%,46.4%,41.2%,54.5%,0.0%,20.0%,20.0%,41.7%,16
2016 Stockton CH R32,W vs Fratangelo,18.2%,31.3%,51.4%,26.3%,20.6%,36.5%,58.0%,33.3%,44.1%,55.2%,66.7%,17.2%,27.6%,37.5%,35
Career (2 matches),,24.0%,34.4%,45.9%,30.6%,28.4%,41.2%,49.3%,38.3%,43.1%,54.9%,33.3%,18.2%,25.0%,38.9%,51
