Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,246,129,117,52.4%,312-255,55.0%,2789-2543,52.3%,29-26,52.7%,215,65.8%,34.9%,7.1%,8.1%,55.6%,67.9%,44.3%,57.4%,44.2%,50.8%,1.04
Clay,86,41,45,47.7%,96-92,51.1%,903-893,50.3%,7-13,35.0%,79,64.8%,27.2%,6.0%,6.7%,56.3%,66.2%,45.6%,57.2%,43.5%,50.2%,1.02
Grass,65,45,20,69.2%,95-56,62.9%,775-671,53.6%,14-5,73.7%,64,79.0%,24.3%,9.8%,6.3%,58.0%,73.3%,45.1%,61.4%,41.5%,51.5%,1.08
Grand Slams,90,55,35,61.1%,125-86,59.2%,1039-902,53.5%,10-6,62.5%,85,69.4%,31.3%,7.4%,7.5%,56.0%,69.4%,43.8%,58.1%,44.5%,51.3%,1.06
Premiers,118,53,65,44.9%,132-134,49.6%,1252-1244,50.2%,11-16,40.7%,115,66.0%,30.4%,7.2%,7.8%,56.3%,66.1%,44.7%,56.7%,43.0%,49.8%,0.99
Internationals,128,75,53,58.6%,169-120,58.5%,1466-1306,52.9%,21-13,61.8%,116,67.5%,30.3%,7.9%,7.4%,55.8%,70.6%,44.8%,59.2%,43.3%,51.2%,1.06
Finals,9,4,5,44.4%,10-9,52.6%,92-86,51.7%,0-2,0.0%,8,-,-,10.5%,7.2%,57.6%,70.5%,45.9%,60.0%,41.0%,50.3%,1.03
Semi-finals,17,9,8,52.9%,21-19,52.5%,197-186,51.4%,1-1,50.0%,15,48.5%,28.1%,7.5%,6.8%,59.6%,67.1%,42.0%,57.0%,43.7%,50.5%,1.01
Quarter-finals,35,17,18,48.6%,42-39,51.9%,408-386,51.4%,7-8,46.7%,33,67.2%,33.6%,7.4%,6.0%,55.7%,66.9%,44.5%,57.0%,42.6%,49.9%,0.99
vs Righties,361,196,165,54.3%,455-366,55.4%,4043-3712,52.1%,41-40,50.6%,330,68.0%,31.8%,7.5%,7.6%,56.2%,68.6%,44.6%,58.1%,43.7%,50.8%,1.04
vs Lefties,34,17,17,50.0%,44-37,54.3%,398-381,51.1%,7-4,63.6%,26,58.3%,18.0%,6.1%,6.5%,56.4%,67.4%,46.5%,58.3%,41.8%,50.4%,1.00
vs Top 10,51,13,38,25.5%,44-78,36.1%,525-654,44.5%,7-4,63.6%,49,63.0%,23.1%,6.6%,7.1%,56.7%,64.1%,41.4%,54.3%,40.9%,47.7%,0.89
