Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2022 Andorra R16,W vs Charaeva,3.6%,50.0%,12.7%,71.4%,30.8%,37.5%,50.0%,15.4%,16.7%,5.6%,42.9%,119,165
2022 ITF Bonita Springs Q1,L vs Shibahara,0.0%,-,5.8%,42.9%,23.1%,33.3%,0.0%,6.7%,33.3%,5.4%,20.0%,246,242
2019 Wimbledon Q3,L vs Pattinama Kerkhove,0.0%,-,6.0%,70.0%,23.3%,31.3%,50.0%,13.3%,46.7%,1.7%,50.0%,176,155
2018 Taipei 125K F,L vs Kumkhum,0.0%,-,6.6%,66.7%,27.6%,28.6%,0.0%,9.4%,0.0%,3.3%,33.3%,110,68
2017 Luxembourg R32,W vs Buzarnescu,1.0%,0.0%,6.7%,58.3%,18.3%,27.8%,8.3%,11.6%,0.0%,6.3%,45.5%,154,94
2016 Wimbledon R32,L vs Shvedova,0.0%,-,6.3%,37.5%,11.3%,16.7%,0.0%,10.5%,25.0%,2.7%,25.0%,91,133
2015 US Open R16,L vs Halep,0.0%,-,8.2%,77.8%,9.7%,16.4%,50.0%,11.0%,31.3%,2.3%,20.0%,93,82
2015 Wimbledon R32,L vs Bacsinszky,0.0%,-,8.0%,66.7%,14.0%,50.0%,0.0%,5.6%,20.0%,2.1%,66.7%,145,147
2015 Birmingham R32,W vs Bencic,0.0%,-,2.9%,100.0%,29.7%,38.5%,0.0%,3.7%,0.0%,2.4%,0.0%,248,351
2015 Stuttgart R32,L vs Diyas,0.0%,-,10.3%,50.0%,17.5%,35.7%,0.0%,4.9%,20.0%,1.1%,50.0%,113,96
2015 Fed Cup RR,L vs Pavlyuchenkova,0.0%,-,10.0%,76.2%,17.6%,31.0%,25.0%,16.2%,27.3%,0.8%,0.0%,63,77
2015 Miami QF,L vs Williams,0.0%,-,5.7%,70.0%,11.6%,20.0%,100.0%,10.1%,55.6%,1.2%,0.0%,-59,-29
2015 Indian Wells SF,L vs Jankovic,0.0%,-,10.7%,61.1%,11.0%,20.0%,0.0%,7.4%,18.2%,2.7%,33.3%,45,64
2015 Dubai R32,W vs Niculescu,0.0%,-,11.4%,76.5%,16.4%,29.2%,0.0%,9.9%,18.2%,2.5%,0.0%,54,111
2015 Brisbane R32,L vs Shvedova,0.0%,-,9.2%,75.0%,30.6%,37.5%,33.3%,16.7%,36.8%,2.0%,25.0%,138,98
2014 Luxembourg R16,L vs Allertova,0.0%,-,9.9%,75.0%,7.1%,7.1%,0.0%,4.7%,40.0%,1.3%,0.0%,150,158
2014 Beijing R64,W vs Xu,0.0%,-,6.0%,66.7%,26.9%,31.6%,50.0%,8.8%,14.3%,2.5%,75.0%,137,184
2014 Cincinnati R16,L vs Radwanska,0.0%,-,11.0%,66.7%,12.5%,0.0%,0.0%,4.1%,25.0%,4.4%,16.7%,115,120
2014 Wimbledon QF,L vs Halep,0.0%,-,5.8%,50.0%,14.8%,25.0%,100.0%,4.9%,20.0%,4.3%,33.3%,85,74
2014 Madrid R16,L vs Halep,0.0%,-,8.7%,58.8%,8.1%,14.8%,0.0%,6.2%,19.0%,4.1%,40.0%,43,44
Career (35 matches),,0.2%,40.0%,7.9%,67.8%,17.0%,26.5%,27.1%,9.5%,21.8%,2.7%,27.4%,91,98
