Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2023,3,0,3,0.0%,1-6,14.3%,29-41,41.4%,0-1,0.0%,3,68.6%,14.7%,12.3%,10.0%,50.0%,70.0%,45.5%,57.7%,34.6%,46.0%,0.82,R32 (2x)
2022,4,2,2,50.0%,4-5,44.4%,42-46,47.7%,1-1,50.0%,4,76.7%,18.6%,8.1%,8.1%,55.6%,73.2%,44.3%,60.3%,38.1%,48.9%,0.96,QF (Bad Homburg)
2019,4,0,4,0.0%,1-8,11.1%,34-54,38.6%,0-0,-,4,62.8%,15.6%,11.0%,7.9%,51.2%,67.7%,43.5%,55.9%,35.0%,44.9%,0.79,R32 (3x)
2018,9,5,4,55.6%,10-11,47.6%,96-102,48.5%,1-1,50.0%,9,58.6%,38.1%,6.5%,9.4%,53.7%,65.3%,38.9%,53.1%,44.9%,48.8%,0.96,SF (Taipei)
2017,10,5,5,50.0%,12-12,50.0%,117-128,47.8%,5-1,83.3%,10,70.4%,29.9%,8.5%,7.8%,55.2%,69.4%,42.1%,57.2%,40.8%,49.0%,0.95,QF (2x)
2016,36,15,21,41.7%,38-43,46.9%,373-380,49.5%,1-7,12.5%,36,67.3%,32.8%,6.4%,7.5%,57.1%,66.3%,45.1%,57.2%,42.3%,49.6%,0.99,QF (2x)
2015,42,22,20,52.4%,55-45,55.0%,509-472,51.9%,9-10,47.4%,38,69.6%,33.8%,8.3%,7.5%,61.7%,68.1%,48.9%,60.8%,41.3%,50.9%,1.05,SF (2x)
2014,48,27,21,56.3%,61-48,56.0%,523-484,51.9%,3-5,37.5%,44,-,-,7.1%,8.1%,56.9%,67.1%,41.9%,56.2%,45.0%,50.7%,1.03,W (Hong Kong)
2013,54,35,19,64.8%,77-43,64.2%,637-510,55.5%,6-4,60.0%,51,-,-,8.1%,5.2%,56.3%,70.6%,46.6%,60.1%,44.2%,52.1%,1.11,F (3x)
2012,38,17,21,44.7%,45-48,48.4%,429-451,48.8%,5-2,71.4%,32,-,-,5.8%,6.4%,56.5%,65.6%,44.0%,56.2%,42.4%,49.5%,0.97,QF (4x)
2011,48,35,13,72.9%,73-29,71.6%,550-394,58.3%,7-2,77.8%,44,-,-,8.4%,6.2%,54.5%,73.5%,48.2%,62.0%,45.8%,53.7%,1.20,W (2x)
2010,13,4,9,30.8%,11-16,40.7%,118-123,49.0%,0-1,0.0%,13,-,-,7.7%,9.3%,51.6%,65.1%,47.3%,56.5%,42.8%,49.4%,0.98,R16 (Pattaya)
2009,49,31,18,63.3%,72-39,64.9%,577-488,54.2%,9-5,64.3%,41,-,-,6.9%,8.9%,54.0%,70.4%,44.8%,58.6%,44.3%,51.4%,1.07,W (Charleston)
2008,37,17,20,45.9%,42-46,47.7%,421-407,50.8%,3-4,42.9%,27,-,-,6.2%,9.7%,56.6%,67.2%,38.5%,54.7%,46.3%,50.6%,1.02,F (Tashkent)
2007,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,1,-,-,3.9%,7.8%,49.0%,48.0%,46.2%,47.1%,30.4%,39.2%,0.57,R64 (Berlin)
2006,1,0,1,0.0%,1-2,33.3%,9-15,37.5%,0-0,-,1,-,-,3.9%,10.4%,49.4%,65.8%,35.9%,50.6%,42.0%,46.2%,0.85,R64 (Berlin)
Career,397,215,182,54.2%,503-403,55.5%,4467-4107,52.1%,50-44,53.2%,358,67.8%,31.5%,7.4%,7.5%,56.2%,68.6%,44.7%,58.1%,43.6%,50.8%,1.04,
