Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2023,18,12,6,66.7%,26-13,66.7%,215-172,55.6%,6-4,60.0%,1,58.3%,50.0%,6.7%,15.4%,52.9%,65.5%,40.8%,53.8%,49.0%,51.5%,1.06,W (W60+H Calgary)
2022,11,6,5,54.5%,14-10,58.3%,126-103,55.0%,0-5,0.0%,4,75.6%,27.5%,10.2%,5.8%,54.6%,70.6%,48.9%,60.8%,41.3%,51.0%,1.05,QF (3x)
2020,4,3,1,75.0%,7-2,77.8%,51-40,56.0%,0-0,-,4,58.7%,53.3%,6.5%,8.7%,51.3%,68.9%,40.6%,55.1%,51.3%,53.1%,1.14,R16 (Prague)
2019,2,0,2,0.0%,1-4,20.0%,13-27,32.5%,0-0,-,1,38.5%,46.2%,5.9%,8.2%,45.9%,61.5%,30.4%,44.7%,46.7%,45.8%,0.85,R32 (2x)
2018,7,4,3,57.1%,10-7,58.8%,81-76,51.6%,1-0,100.0%,5,76.4%,39.6%,8.7%,6.7%,55.6%,73.7%,48.7%,62.6%,45.9%,54.2%,1.23,F (Taipei)
2017,4,3,1,75.0%,7-2,77.8%,54-42,56.3%,2-1,66.7%,4,70.0%,38.0%,9.1%,7.0%,54.9%,71.1%,43.2%,58.5%,45.3%,51.8%,1.09,SF (Limoges)
2016,3,2,1,66.7%,5-1,83.3%,36-25,59.0%,1-0,100.0%,3,81.3%,30.0%,11.5%,5.5%,55.5%,72.7%,52.6%,63.8%,41.7%,53.2%,1.15,QF (Honolulu)
2011,10,6,4,60.0%,12-9,57.1%,104-79,56.8%,0-2,0.0%,0,,,,,,,,,,,,SF (Reggio Emilia 50K)
2010,4,1,3,25.0%,3-7,30.0%,40-56,41.7%,1-1,50.0%,0,,,,,,,,,,,,R16 (Shrewsbury 75K)
2007,39,29,10,74.4%,61-25,70.9%,460-349,56.9%,4-2,66.7%,0,,,,,,,,,,,,W (2x)
2006,12,6,6,50.0%,16-11,59.3%,138-118,53.9%,2-3,40.0%,0,,,,,,,,,,,,QF (3x)
2005,10,5,5,50.0%,12-10,54.5%,110-98,52.9%,2-1,66.7%,0,,,,,,,,,,,,SF (Raanana 25K)
2004,7,4,3,57.1%,8-7,53.3%,67-67,50.0%,1-0,100.0%,0,,,,,,,,,,,,SF (Mollerusa 10K)
Career,131,81,50,61.8%,182-108,62.8%,1495-1252,54.4%,20-19,51.3%,22,69.5%,39.5%,8.8%,7.4%,53.9%,70.7%,45.2%,59.0%,45.7%,52.2%,1.11,
