Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,13,Hard,30,17,13,56.7%,11,3,8,27.3%,2011,2025,QF,30,1.04,7.3%,4.6%,59.0%,70.8%,48.2%,61.6%,39.9%,56.7%,47.2%
Roland Garros,13,Clay,35,21,14,60.0%,11,4,7,36.4%,2012,2024,QF,35,1.10,6.0%,4.0%,56.7%,71.1%,51.6%,62.7%,41.1%,56.7%,41.6%
Wimbledon,12,Grass,35,22,13,62.9%,17,8,9,47.1%,2011,2025,QF,32,1.13,7.5%,4.2%,59.6%,74.3%,53.0%,65.7%,38.7%,60.9%,41.2%
US Open,15,Hard,36,21,15,58.3%,20,12,8,60.0%,2011,2025,R16,36,1.07,6.9%,5.5%,56.2%,71.7%,48.7%,61.6%,40.9%,58.2%,38.7%
Olympics,2,,4,2,2,50.0%,1,0,1,0.0%,2012,2016,R16,4,1.04,3.6%,4.0%,62.2%,66.4%,49.4%,60.0%,41.7%,50.0%,36.4%
Davis Cup,10,,35,29,6,82.9%,9,4,5,44.4%,2012,2023,,15,1.28,9.5%,2.5%,59.6%,76.7%,53.3%,67.3%,41.8%,66.7%,45.3%
Indian Wells Masters,9,Hard,21,11,10,52.4%,10,6,4,60.0%,2013,2026,SF,21,0.97,4.3%,4.5%,57.3%,67.5%,48.8%,59.5%,39.3%,59.0%,44.6%
Paris Masters,10,Hard,15,5,10,33.3%,5,2,3,40.0%,2012,2025,R16,15,0.90,7.3%,4.9%,53.4%,70.9%,44.2%,58.5%,37.5%,48.9%,42.3%
Basel,8,Hard,25,15,10,60.0%,14,7,7,50.0%,2014,2025,F,25,1.05,9.3%,3.7%,57.3%,76.4%,52.1%,66.0%,35.8%,61.5%,35.8%
Shanghai Masters,6,Hard,18,12,6,66.7%,6,2,4,33.3%,2015,2025,QF,18,1.07,7.1%,3.5%,62.8%,72.4%,48.1%,63.3%,39.2%,66.0%,44.1%
Beijing,2,Hard,5,3,2,60.0%,0,0,0,-,2015,2025,R16,5,1.14,7.4%,6.2%,58.9%,74.9%,45.3%,62.7%,42.4%,42.3%,37.7%
Winston-Salem,6,Hard,22,16,6,72.7%,3,2,1,66.7%,2012,2025,SF,22,1.18,7.2%,5.5%,56.7%,73.5%,53.8%,65.0%,41.4%,65.5%,43.8%
