Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
14,Grigor Dimitrov [BUL],2,12,14.3%,2,0,2,0.0%,2010,2023,12,0.89,5.1%,3.6%,55.7%,70.2%,41.3%,57.4%,38.1%,59.1%,26.4%
11,Marin Cilic [CRO],5,6,45.5%,5,1,4,20.0%,2016,2025,11,0.95,8.0%,4.3%,58.0%,72.7%,46.8%,61.8%,36.4%,62.2%,36.1%
11,Roger Federer [SUI],1,10,9.1%,4,0,4,0.0%,2012,2019,11,0.64,4.8%,4.3%,57.7%,63.0%,47.1%,56.3%,28.0%,56.0%,37.5%
11,Dominic Thiem [AUT],8,3,72.7%,6,5,1,83.3%,2014,2017,11,1.10,5.8%,4.7%,57.8%,72.0%,51.0%,63.2%,40.4%,60.5%,44.2%
9,Adrian Mannarino [FRA],6,3,66.7%,3,2,1,66.7%,2012,2024,9,1.13,6.3%,4.9%,58.3%,70.2%,52.5%,62.8%,42.0%,60.6%,46.7%
8,Roberto Bautista Agut [ESP],4,4,50.0%,2,1,1,50.0%,2012,2026,8,1.00,7.5%,5.1%,59.3%,68.1%,46.5%,59.3%,40.9%,47.5%,55.2%
8,Alexander Zverev [GER],4,4,50.0%,3,2,1,66.7%,2014,2024,8,0.96,4.0%,2.9%,57.9%,68.4%,50.2%,60.7%,37.6%,68.7%,39.1%
8,Andy Murray [GBR],0,8,0.0%,0,0,0,-,2014,2024,7,0.62,3.4%,4.4%,59.9%,57.6%,38.0%,49.8%,31.0%,53.8%,25.9%
8,Pierre Hugues Herbert [FRA],7,1,87.5%,4,3,1,75.0%,2017,2024,8,1.15,5.2%,4.8%,61.6%,70.3%,49.6%,62.4%,43.3%,48.9%,44.0%
8,Benoit Paire [FRA],5,3,62.5%,4,2,2,50.0%,2012,2023,8,1.10,4.3%,3.5%,60.5%,67.2%,55.6%,62.6%,41.2%,55.3%,40.3%
8,Robin Haase [NED],7,1,87.5%,4,3,1,75.0%,2013,2020,8,1.18,7.2%,3.8%,59.2%,73.1%,51.0%,64.1%,42.5%,68.8%,50.7%
8,Novak Djokovic [SRB],1,7,12.5%,2,0,2,0.0%,2013,2019,8,0.78,5.6%,3.6%,54.6%,65.0%,47.1%,56.9%,33.6%,50.0%,29.3%
7,Alex De Minaur [AUS],0,7,0.0%,1,0,1,0.0%,2019,2025,6,0.67,4.9%,5.9%,50.6%,62.2%,40.8%,51.7%,32.5%,52.7%,23.1%
7,Diego Schwartzman [ARG],5,2,71.4%,3,3,0,100.0%,2015,2023,5,1.06,6.9%,3.0%,53.5%,72.6%,49.3%,61.8%,40.4%,61.5%,34.1%
7,Stefanos Tsitsipas [GRE],2,5,28.6%,4,1,3,25.0%,2017,2023,7,0.99,6.8%,3.3%,64.0%,68.8%,48.0%,61.3%,38.4%,51.2%,32.8%
