Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-16),156,385,109,1690,114,1638,84,1676,50,1662,,,,
2025,119,525,89,1731,87,1684,72,1696,44,1682,,,,
2024,52,1037,44,1805,48,1762,47,1737,29,1731,859,45,,
2023,111,599,85,1718,83,1669,59,1709,37,1694,,,,
2022,53,870,51,1794,67,1706,28,1796,25,1758,,,,
2021,39,1476,46,1814,45,1763,34,1775,,,,,,
2020,15,2555,22,1860,24,1811,22,1799,,,,,,
2019,11,2335,18,1899,25,1828,17,1836,14,1812,164,430,,
2018,22,1785,10,2000,7,1954,7,1958,20,1796,354,90,,
2017,7,3775,9,2035,10,1978,8,1980,,,547,90,,
2016,11,2750,18,1973,18,1914,13,1940,22,1800,578,90,,
2015,16,1880,16,1966,15,1915,14,1911,24,1770,378,180,,
2014,22,1599,14,1988,14,1927,14,1923,41,1706,1280,15,,
2013,110,510,68,1754,56,1735,72,1697,114,1556,1289,15,,
2012,46,868,50,1793,46,1756,57,1731,86,1607,966,25,,
2011,174,287,114,1670,109,1620,109,1612,109,1553,,,,
2010,229,210,246,1486,303,1350,193,1503,,,634,63,,
2009,324,128,281,1452,323,1339,240,1444,,,1499,5,,
2008,599,38,,,,,,,,,905,28,,
