Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,413,233,180,56.4%,558-467,54.4%,5106-4794,51.6%,70-80,46.7%,395,76.7%,26.4%,7.3%,4.6%,58.2%,71.7%,49.3%,62.3%,39.3%,50.7%,1.04
Clay,166,97,69,58.4%,244-205,54.3%,2238-2055,52.1%,28-31,47.5%,158,75.1%,29.5%,5.4%,3.7%,57.8%,69.7%,50.6%,61.6%,40.7%,51.0%,1.06
Grass,57,30,27,52.6%,90-80,52.9%,862-801,51.8%,15-13,53.6%,57,80.5%,23.5%,7.3%,4.3%,59.2%,72.7%,52.7%,64.5%,37.7%,50.9%,1.06
Grand Slams,117,69,48,59.0%,233-190,55.1%,2111-1922,52.3%,26-28,48.1%,117,76.9%,28.4%,6.9%,4.6%,57.6%,71.8%,50.4%,62.7%,40.1%,51.2%,1.08
Masters,173,96,77,55.5%,204-185,52.4%,1921-1834,51.2%,27-27,50.0%,171,75.0%,27.7%,5.7%,4.3%,58.4%,69.9%,49.2%,61.2%,39.8%,50.5%,1.03
Other Tours,305,163,142,53.4%,364-339,51.8%,3488-3363,50.9%,55-63,46.6%,302,76.9%,25.4%,7.1%,4.2%,58.3%,71.3%,50.2%,62.5%,39.0%,50.6%,1.04
Best of 5,139,88,51,63.3%,294-209,58.4%,2561-2232,53.4%,28-32,46.7%,126,77.6%,28.8%,7.2%,4.4%,57.7%,72.3%,50.7%,63.1%,40.2%,51.4%,1.09
Best of 3,497,272,225,54.7%,598-543,52.4%,5645-5418,51.0%,85-92,48.0%,484,76.3%,26.2%,6.6%,4.2%,58.3%,70.8%,49.8%,62.1%,39.2%,50.5%,1.03
Finals,15,6,9,40.0%,15-22,40.5%,174-191,47.7%,0-4,0.0%,15,76.7%,19.9%,8.3%,4.7%,58.1%,71.3%,49.1%,62.0%,34.9%,48.6%,0.92
Semi-finals,32,15,17,46.9%,36-38,48.6%,356-371,49.0%,7-4,63.6%,32,78.6%,19.2%,7.2%,3.7%,57.6%,72.2%,49.4%,62.5%,35.6%,49.4%,0.95
Quarter-finals,65,32,33,49.2%,74-83,47.1%,755-771,49.5%,11-17,39.3%,63,75.4%,24.4%,6.3%,3.9%,58.2%,69.4%,49.9%,61.2%,38.4%,49.7%,0.99
vs Righties,539,301,238,55.8%,745-654,53.3%,6932-6524,51.5%,87-107,44.8%,518,76.3%,27.0%,6.7%,4.3%,57.8%,71.1%,49.8%,62.1%,39.6%,50.7%,1.04
vs Lefties,96,58,38,60.4%,144-98,59.5%,1256-1119,52.9%,26-17,60.5%,91,78.8%,26.4%,6.8%,4.5%,60.2%,71.6%,51.3%,63.5%,39.2%,51.2%,1.08
vs Top 10,84,22,62,26.2%,58-149,28.0%,846-1133,42.7%,10-20,33.3%,81,69.6%,16.6%,5.1%,4.0%,58.4%,67.1%,46.1%,58.4%,34.1%,46.6%,0.82
