Date,Tournament,Surface,Rd,,Score
09-Jan-1967,Hobart,Grass,F,Tony Roche / Judy Tegart [AUS] d. Ashe / Nancy Richey [USA],12-10 6-1
20-May-1964,Menlo Park,Hard,F,Ashe / Jane Albert [USA] d. Whitney Reed / Julie Heldman [USA],1-6 7-5 6-3
