Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,388,305,83,78.6%,630-234,72.9%,4761-3464,57.9%,42-22,65.6%,0,,,,,,,,,,,
Clay,314,222,92,70.7%,494-264,65.2%,3908-3066,56.0%,35-15,70.0%,0,,,,,,,,,,,
Grass,317,244,73,77.0%,654-276,70.3%,5459-4335,55.7%,19-14,57.6%,0,,,,,,,,,,,
Carpet,395,300,95,75.9%,611-277,68.8%,4928-3805,56.4%,67-39,63.2%,0,,,,,,,,,,,
Grand Slams,179,138,41,77.1%,407-179,69.5%,3296-2587,56.0%,22-16,57.9%,0,,,,,,,,,,,
Masters,41,28,13,68.3%,53-42,55.8%,448-416,51.9%,5-1,83.3%,0,,,,,,,,,,,
Other Tours,1296,987,309,76.2%,2083-888,70.1%,16507-12571,56.8%,138-73,65.4%,0,,,,,,,,,,,
Best of 5,380,280,100,73.7%,871-431,66.9%,7241-5841,55.4%,37-26,58.7%,0,,,,,,,,,,,
Best of 3,1158,891,267,76.9%,1747-699,71.4%,13477-10026,57.3%,128-64,66.7%,0,,,,,,,,,,,
Finals,147,84,63,57.1%,231-191,54.7%,2173-2086,51.0%,13-11,54.2%,0,,,,,,,,,,,
Semi-finals,216,139,77,64.4%,332-219,60.3%,2963-2625,53.0%,23-16,59.0%,0,,,,,,,,,,,
Quarter-finals,276,194,82,70.3%,438-228,65.8%,3688-2998,55.2%,27-23,54.0%,0,,,,,,,,,,,
vs Righties,1217,926,291,76.1%,2065-880,70.1%,16378-12550,56.6%,141-75,65.3%,0,,,,,,,,,,,
vs Lefties,180,113,67,62.8%,254-198,56.2%,2355-2214,51.5%,24-15,61.5%,0,,,,,,,,,,,
vs Top 10,67,31,36,46.3%,80-91,46.8%,768-826,48.2%,9-10,47.4%,0,,,,,,,,,,,
